W1-1	0.0030999999999999995	0.9968999999999999
W1-2	0.0010000000000000002	0.999
W1-3	0.0021000000000000003	0.9979000000000001
W1-4	0.0010000000000000002	0.999
W1-5	0.0010000000000000002	0.999
W1-6	0.007200000000000001	0.9927999999999999
W1-7	0.0019000000000000002	0.9981
W1-8	0.0024000000000000002	0.9976
W1-9	5e-4	0.9995
W1-10	0.1066	0.8934000000000001
W1-11	0.04819999999999999	0.9517999999999999
W1-12	0.0075	0.9925
W1-13	0.0012000000000000003	0.9987999999999999
W1-14	9.000000000000001e-4	0.9991
W1-15	0.0629	0.9370999999999998
W1-16	0.09939999999999999	0.9006000000000001
W1-17	0.0013000000000000004	0.9987
W1-18	0	1
W1-19	0.0011000000000000003	0.9989000000000001
W1-20	0.0108	0.9892
W1-21	0.0010000000000000002	0.999
W1-22	0.011399999999999999	0.9886000000000001
W1-23	0.0020000000000000005	0.998
W1-24	9.000000000000001e-4	0.9991
W1-25	0.0010000000000000002	0.999
W1-26	0.0010000000000000002	0.999
W1-27	0.0011000000000000003	0.9988999999999999
W1-28	0.17839999999999998	0.8215999999999999
W1-29	0.0019000000000000002	0.9981
W1-30	0.046	0.954
AQ-1	1	0
AQ-2	0.9917	0.008300000000000002
AQ-3	0.9994999999999999	5e-4
AQ-4	1	0
AQ-5	0.9349000000000002	0.0651
AQ-6	1	0
AQ-7	0.9982999999999999	0.0017000000000000001
AQ-8	0.9991	9.000000000000001e-4
AQ-9	1	0
AQ-10	0.9989000000000001	0.0011000000000000003
AQ-11	0.9992000000000001	8e-4
AQ-12	0.9048000000000002	0.09519999999999998
AQ-13	0.999	0.0010000000000000002
AQ-14	0.9289000000000002	0.0711
AQ-15	0.9581999999999999	0.0418
AQ-16	0.9945999999999999	0.0054
AQ-17	1	0
AQ-18	0.9994	6.000000000000001e-4
AQ-19	1	0
AQ-20	0.9530000000000001	0.04699999999999999
AQ-21	0.9989000000000001	0.0011000000000000003
AQ-22	0.9902999999999998	0.0097
AQ-23	0.9999	1e-4
AQ-24	0.9982	0.0018000000000000002
AQ-25	1	0
AQ-26	0.999	0.0010000000000000002
AQ-27	0.9991	9.000000000000001e-4
AQ-28	1	0
AQ-29	0.9945999999999999	0.0054
AQ-30	0.9756	0.024399999999999998
W2-1	8e-4	0.9992000000000001
W2-2	2e-4	0.9998000000000001
W2-3	0.006900000000000001	0.9930999999999999
W2-4	0.0027999999999999995	0.9972
W2-5	0.0010000000000000002	0.999
W2-6	0.0198	0.9802
W2-7	0.0011000000000000003	0.9988999999999999
W2-8	0.0033	0.9966999999999999
W2-9	0.005	0.9949999999999998
W2-10	0.0010000000000000002	0.999
W2-11	0.005699999999999999	0.9943000000000002
W2-12	0.0010000000000000002	0.999
W2-13	8e-4	0.9992000000000001
W2-14	0.0017000000000000001	0.9982999999999999
W2-15	0.0543	0.9456999999999999
W2-16	0.006699999999999999	0.9933
W2-17	0.0010000000000000002	0.999
W2-18	0.0033999999999999994	0.9966000000000002
W2-19	0.0012000000000000001	0.9987999999999999
W2-20	7e-4	0.9993000000000001
W2-21	0.0017000000000000001	0.9982999999999999
W2-22	0.0029	0.9971
W2-23	0.0015	0.9984999999999999
W2-24	0.0044	0.9955999999999999
W2-25	0.004400000000000001	0.9955999999999999
W2-26	0.0026	0.9973999999999998
W2-27	0.0020000000000000005	0.998
W2-28	0.0044	0.9955999999999999
W2-29	0.0027	0.9972999999999999
W2-30	0.03779999999999999	0.9622000000000002
