W1-1	0.011099999999999999	0.9888999999999999
W1-2	0.11380000000000001	0.8861999999999999
W1-3	0.5243	0.47570000000000007
W1-4	0.0011000000000000003	0.9988999999999999
W1-5	0.0019000000000000002	0.9981
W1-6	0.0010000000000000002	0.999
W1-7	0.003	0.9969999999999999
W1-8	0.04589999999999999	0.9540999999999998
W1-9	0.0012000000000000003	0.9987999999999999
W1-10	0.0010000000000000002	0.999
W1-11	0.0026	0.9974000000000001
W1-12	0.0015	0.9984999999999999
W1-13	0.0017000000000000001	0.9983000000000001
W1-14	6.000000000000001e-4	0.9994
W1-15	0.0026000000000000003	0.9974000000000001
W1-16	0.0058	0.9941999999999999
W1-17	0.0010000000000000002	0.999
W1-18	0.0010000000000000002	0.999
W1-19	0.0011000000000000003	0.9988999999999999
W1-20	0	1
W1-21	9.000000000000001e-4	0.9991
W1-22	0.0012000000000000001	0.9987999999999998
W1-23	0.0018000000000000002	0.9982000000000001
W1-24	1e-4	0.9999
W1-25	0.0010999999999999998	0.9988999999999999
W1-26	9.000000000000001e-4	0.9991
W1-27	0.0011000000000000003	0.9988999999999999
W1-28	0.0083	0.9917
W1-29	4e-4	0.9996
W1-30	0.0026000000000000003	0.9974000000000001
AQ-1	0.9964000000000001	0.0036000000000000003
AQ-2	1	0
AQ-3	0.9978	0.0022000000000000006
AQ-4	0.9993000000000001	7e-4
AQ-5	0.9972	0.0027999999999999995
AQ-6	0.9953	0.004699999999999999
AQ-7	0.9988999999999999	0.0011000000000000003
AQ-8	0.999	0.0010000000000000002
AQ-9	0.9991999999999999	8e-4
AQ-10	0.9996	4e-4
AQ-11	1	0
AQ-12	0.9609	0.039099999999999996
AQ-13	1	0
AQ-14	0.999	0.0010000000000000002
AQ-15	0.999	0.0010000000000000002
AQ-16	1	0
AQ-17	1	0
AQ-18	0.9991	9.000000000000001e-4
AQ-19	0.9967999999999998	0.0031999999999999993
AQ-20	0.9998000000000001	2e-4
AQ-21	1	0
AQ-22	0.9998999999999999	1e-4
AQ-23	1	0
AQ-24	0.9963000000000001	0.0037000000000000006
AQ-25	0.9943	0.0057
AQ-26	0.9955000000000002	0.004500000000000001
AQ-27	0.9998999999999999	1e-4
AQ-28	1	0
AQ-29	1	0
AQ-30	1	0
W2-1	0.0010000000000000002	0.999
W2-2	0.0010000000000000002	0.999
W2-3	0.0019000000000000002	0.9981
W2-4	7e-4	0.9993000000000001
W2-5	0.0012000000000000003	0.9987999999999999
W2-6	0.0010000000000000002	0.999
W2-7	0	1
W2-8	0.0021999999999999997	0.9978000000000001
W2-9	0.0011000000000000003	0.9988999999999999
W2-10	3.0000000000000003e-4	0.9997
W2-11	0.0018000000000000002	0.9982
W2-12	0.0011	0.9988999999999999
W2-13	0.0011000000000000003	0.9988999999999999
W2-14	0.0016	0.9984
W2-15	8e-4	0.9992000000000001
W2-16	0.0010000000000000002	0.999
W2-17	1e-4	0.9999
W2-18	7e-4	0.9993000000000001
W2-19	0.0020000000000000005	0.998
W2-20	0.009399999999999999	0.9906
W2-21	1e-4	0.9998999999999999
W2-22	4e-4	0.9995999999999998
W2-23	0.0017000000000000001	0.9983000000000001
W2-24	0.0016	0.9984
W2-25	0.009300000000000001	0.9907
W2-26	4e-4	0.9995999999999998
W2-27	0.0027	0.9972999999999999
W2-28	0.0034000000000000002	0.9965999999999999
W2-29	0.0016000000000000003	0.9984
W2-30	0.05960000000000001	0.9404
