bamhead	mean_depth	sd_depth	mean_depth_nonzero	mean_depth_within2sd	median	proportion_of_reference_covered
FISV0212_001	0.137846316133676	0.420782794766668	1.20780889968542	0	0	0.114129243599342
FISV0212_002	0.230216663719871	0.583629363695788	1.35512870114136	0.129947179594747	0	0.169885460713848
FISV0212_004	0.312088424751588	0.714093706001149	1.48405972379153	0.149306555552516	0	0.210293709712731
