bamhead	mean_depth	sd_depth	mean_depth_nonzero	mean_depth_within2sd	median	proportion_of_reference_covered
Cv5785_01	1.86169583346577	2.78639646021002	4.16034112376999	1.46050207724693	0	0.447486342605084
Cv5785_02	2.00096515744728	2.96578135827554	4.42655156134083	1.49461373992997	0	0.452037015658858
Cv5785_03	2.32025148195994	3.40372301733559	5.0678676313382	1.88942458276614	0	0.457835849462806
Cv5785_04	0.48633069693453	0.958695879581933	1.73032152686386	0.325592967114328	0	0.281063773052639
Cv5785_05	2.05533841980847	3.05209657970966	4.55646295604133	1.65110400205379	0	0.451081999269073
Cv5785_06	2.39714971378148	3.58244018751872	5.22301017611052	1.86122594020414	0	0.458959418602354
Cv5785_07	1.96236743062935	2.97094366947847	4.41108958619947	1.45281539014046	0	0.444871361662973
Cv5785_08	0.549742613094797	1.03717583596409	1.83049343193318	0.344177867944545	0	0.300324821441133
Cv5785_09	1.94857757543528	2.93482131869052	4.37035724315983	1.45635161405098	0	0.445862309880122
Cv5785_10	1.65640743577553	2.56081536427038	3.83710647746636	1.21182554393278	0	0.431681384267603
Cv5785_11	2.44762442252601	3.59472310480668	5.32819084971177	1.89265320760785	0	0.459372513403343
Cv5785_12	1.97306237022252	2.98174460628633	4.40821621978647	1.45918884860716	0	0.447587475715348
Cv5785_13	3.03956517710208	4.40472481997709	6.43957564507563	2.38517288598054	0	0.472013273021918
Cv5785_14	1.49313320785296	2.3204401870835	3.50564394911079	1.17413674945023	0	0.42592266343318
Cv5785_15	1.25112927494474	2.01106761236198	3.09198525029695	0.949317082319574	0	0.404636236484396
Cv5785_16	2.58984484425323	3.76686719755659	5.55845428685827	2.11313579276837	0	0.465928963449089
Cv5785_17	4.31072512998287	6.10340127678518	8.90187393333762	3.57599390101954	0	0.48424917744973
Cv5785_18	2.00929614381347	2.98228162770252	4.47421533714176	1.47739746367655	0	0.449083468811297
Cv5785_19	1.91631571895396	2.89004842184053	4.29357274423488	1.45734420365287	0	0.446321940515891
Cv5785_20	4.4051692422955	6.10774864422429	9.02781971935917	3.61898915459493	0	0.487954941418387
Cv5785_21	2.95188939928628	4.25784571863084	6.25685686982978	2.37090383264456	0	0.47178470927191
Cv5785_22	1.64909263198239	2.51601851298372	3.77486782364583	1.23324254374073	0	0.436861026405296
Cv5785_23	1.08700010933088	1.79174419226702	2.76936252325459	0.769151911660042	0	0.392509142520792
Cv5785_24	3.01048134354075	4.36625718442783	6.39222574699992	2.38660229924906	0	0.470959797525117
Cv5785_25	2.4256760257002	3.53751734170607	5.27290305327112	1.89718174881478	0	0.460026668647834
Cv5785_26	1.81399183897234	2.75737353573179	4.12580167595301	1.41912631894954	0	0.439670149329777
Cv5785_27	1.94399467560654	3.01129078605152	4.31883195979091	1.44316992039569	0	0.450120470929271
Cv5785_28	2.087948634218	3.11972246314211	4.60907449147175	1.66358602882708	0	0.453008220648315
Cv5785_29	2.52446625785415	3.71810771861532	5.46964170266479	1.9187988537243	0	0.461541430880723
Cv5785_30	3.48259998777121	4.92264152656803	7.26548352567665	2.84991389140641	0	0.479334923197428
