ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.0041	eq10400_s280	single0.1	4	10
W1-1	W1	rep02	0	eq10400_s280	single0.1	4	10
W1-1	W1	rep03	0.0249	eq10400_s280	single0.1	4	10
W1-1	W1	rep04	0	eq10400_s280	single0.1	4	10
W1-1	W1	rep05	0.001	eq10400_s280	single0.1	4	10
W1-1	W1	rep06	0.0043	eq10400_s280	single0.1	4	10
W1-1	W1	rep07	0.001	eq10400_s280	single0.1	4	10
W1-1	W1	rep08	0.001	eq10400_s280	single0.1	4	10
W1-1	W1	rep09	0	eq10400_s280	single0.1	4	10
W1-1	W1	rep10	0.0286	eq10400_s280	single0.1	4	10
W1-2	W1	rep01	0.0037	eq10400_s280	single0.1	4	10
W1-2	W1	rep02	0.001	eq10400_s280	single0.1	4	10
W1-2	W1	rep03	0.0011	eq10400_s280	single0.1	4	10
W1-2	W1	rep04	5e-4	eq10400_s280	single0.1	4	10
W1-2	W1	rep05	0.0011	eq10400_s280	single0.1	4	10
W1-2	W1	rep06	0.00249999999999999	eq10400_s280	single0.1	4	10
W1-2	W1	rep07	1e-4	eq10400_s280	single0.1	4	10
W1-2	W1	rep08	0.00299999999999999	eq10400_s280	single0.1	4	10
W1-2	W1	rep09	0.00609999999999999	eq10400_s280	single0.1	4	10
W1-2	W1	rep10	0.0013	eq10400_s280	single0.1	4	10
W1-3	W1	rep01	0.001	eq10400_s280	single0.1	4	10
W1-3	W1	rep02	5e-4	eq10400_s280	single0.1	4	10
W1-3	W1	rep03	5e-4	eq10400_s280	single0.1	4	10
W1-3	W1	rep04	0.01019999999999999	eq10400_s280	single0.1	4	10
W1-3	W1	rep05	0.0011	eq10400_s280	single0.1	4	10
W1-3	W1	rep06	0.02269999999999999	eq10400_s280	single0.1	4	10
W1-3	W1	rep07	0.001	eq10400_s280	single0.1	4	10
W1-3	W1	rep08	0.0028	eq10400_s280	single0.1	4	10
W1-3	W1	rep09	0.20539999999999997	eq10400_s280	single0.1	4	10
W1-3	W1	rep10	1e-4	eq10400_s280	single0.1	4	10
W1-4	W1	rep01	0.04379999999999999	eq10400_s280	single0.1	4	10
W1-4	W1	rep02	0.1408	eq10400_s280	single0.1	4	10
W1-4	W1	rep03	0.0023	eq10400_s280	single0.1	4	10
W1-4	W1	rep04	0.0022	eq10400_s280	single0.1	4	10
W1-4	W1	rep05	0.0019	eq10400_s280	single0.1	4	10
W1-4	W1	rep06	4e-4	eq10400_s280	single0.1	4	10
W1-4	W1	rep07	7e-4	eq10400_s280	single0.1	4	10
W1-4	W1	rep08	0.001	eq10400_s280	single0.1	4	10
W1-4	W1	rep09	1e-4	eq10400_s280	single0.1	4	10
W1-4	W1	rep10	0.0012	eq10400_s280	single0.1	4	10
W1-5	W1	rep01	0.0018	eq10400_s280	single0.1	4	10
W1-5	W1	rep02	0.0033	eq10400_s280	single0.1	4	10
W1-5	W1	rep03	0.0261	eq10400_s280	single0.1	4	10
W1-5	W1	rep04	0.001	eq10400_s280	single0.1	4	10
W1-5	W1	rep05	0.0052	eq10400_s280	single0.1	4	10
W1-5	W1	rep06	0.0012	eq10400_s280	single0.1	4	10
W1-5	W1	rep07	0.02329999999999999	eq10400_s280	single0.1	4	10
W1-5	W1	rep08	0.001	eq10400_s280	single0.1	4	10
W1-5	W1	rep09	0	eq10400_s280	single0.1	4	10
W1-5	W1	rep10	0.001	eq10400_s280	single0.1	4	10
W1-6	W1	rep01	0.0017	eq10400_s280	single0.1	4	10
W1-6	W1	rep02	0.0013	eq10400_s280	single0.1	4	10
W1-6	W1	rep03	0.0036	eq10400_s280	single0.1	4	10
W1-6	W1	rep04	0.0011	eq10400_s280	single0.1	4	10
W1-6	W1	rep05	0.001	eq10400_s280	single0.1	4	10
W1-6	W1	rep06	0.0537	eq10400_s280	single0.1	4	10
W1-6	W1	rep07	0.001	eq10400_s280	single0.1	4	10
W1-6	W1	rep08	0.0017	eq10400_s280	single0.1	4	10
W1-6	W1	rep09	0.0015	eq10400_s280	single0.1	4	10
W1-6	W1	rep10	0.1555	eq10400_s280	single0.1	4	10
W1-7	W1	rep01	0.001	eq10400_s280	single0.1	4	10
W1-7	W1	rep02	5e-4	eq10400_s280	single0.1	4	10
W1-7	W1	rep03	0.00779999999999999	eq10400_s280	single0.1	4	10
W1-7	W1	rep04	2e-4	eq10400_s280	single0.1	4	10
W1-7	W1	rep05	0.1028	eq10400_s280	single0.1	4	10
W1-7	W1	rep06	8e-4	eq10400_s280	single0.1	4	10
W1-7	W1	rep07	0.001	eq10400_s280	single0.1	4	10
W1-7	W1	rep08	0.0035	eq10400_s280	single0.1	4	10
W1-7	W1	rep09	0	eq10400_s280	single0.1	4	10
W1-7	W1	rep10	0.03789999999999999	eq10400_s280	single0.1	4	10
W1-8	W1	rep01	0.0041	eq10400_s280	single0.1	4	10
W1-8	W1	rep02	0.001	eq10400_s280	single0.1	4	10
W1-8	W1	rep03	0.001	eq10400_s280	single0.1	4	10
W1-8	W1	rep04	0.0022	eq10400_s280	single0.1	4	10
W1-8	W1	rep05	9.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-8	W1	rep06	0.0046	eq10400_s280	single0.1	4	10
W1-8	W1	rep07	0.001	eq10400_s280	single0.1	4	10
W1-8	W1	rep08	0.00279999999999999	eq10400_s280	single0.1	4	10
W1-8	W1	rep09	9.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-8	W1	rep10	0.001	eq10400_s280	single0.1	4	10
W1-9	W1	rep01	0.001	eq10400_s280	single0.1	4	10
W1-9	W1	rep02	0.001	eq10400_s280	single0.1	4	10
W1-9	W1	rep03	0.03319999999999999	eq10400_s280	single0.1	4	10
W1-9	W1	rep04	0	eq10400_s280	single0.1	4	10
W1-9	W1	rep05	0.001	eq10400_s280	single0.1	4	10
W1-9	W1	rep06	0.001	eq10400_s280	single0.1	4	10
W1-9	W1	rep07	0.0121	eq10400_s280	single0.1	4	10
W1-9	W1	rep08	0	eq10400_s280	single0.1	4	10
W1-9	W1	rep09	9.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-9	W1	rep10	0.00799999999999999	eq10400_s280	single0.1	4	10
W1-10	W1	rep01	0.0063	eq10400_s280	single0.1	4	10
W1-10	W1	rep02	9.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-10	W1	rep03	8e-4	eq10400_s280	single0.1	4	10
W1-10	W1	rep04	7e-4	eq10400_s280	single0.1	4	10
W1-10	W1	rep05	0.0012	eq10400_s280	single0.1	4	10
W1-10	W1	rep06	0.0011	eq10400_s280	single0.1	4	10
W1-10	W1	rep07	0.0056	eq10400_s280	single0.1	4	10
W1-10	W1	rep08	0.0015	eq10400_s280	single0.1	4	10
W1-10	W1	rep09	0.04339999999999999	eq10400_s280	single0.1	4	10
W1-10	W1	rep10	0.0014	eq10400_s280	single0.1	4	10
W1-11	W1	rep01	0	eq10400_s280	single0.1	4	10
W1-11	W1	rep02	9.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-11	W1	rep03	0.0011	eq10400_s280	single0.1	4	10
W1-11	W1	rep04	0.00219999999999999	eq10400_s280	single0.1	4	10
W1-11	W1	rep05	0.0196	eq10400_s280	single0.1	4	10
W1-11	W1	rep06	0.0011	eq10400_s280	single0.1	4	10
W1-11	W1	rep07	0.001	eq10400_s280	single0.1	4	10
W1-11	W1	rep08	0.001	eq10400_s280	single0.1	4	10
W1-11	W1	rep09	0.001	eq10400_s280	single0.1	4	10
W1-11	W1	rep10	0.002	eq10400_s280	single0.1	4	10
W1-12	W1	rep01	7e-4	eq10400_s280	single0.1	4	10
W1-12	W1	rep02	0.0532	eq10400_s280	single0.1	4	10
W1-12	W1	rep03	0.0078	eq10400_s280	single0.1	4	10
W1-12	W1	rep04	0.001	eq10400_s280	single0.1	4	10
W1-12	W1	rep05	0.1122	eq10400_s280	single0.1	4	10
W1-12	W1	rep06	0.0013	eq10400_s280	single0.1	4	10
W1-12	W1	rep07	0.02209999999999999	eq10400_s280	single0.1	4	10
W1-12	W1	rep08	9.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-12	W1	rep09	0.003	eq10400_s280	single0.1	4	10
W1-12	W1	rep10	6.000000000000001e-4	eq10400_s280	single0.1	4	10
W1-13	W1	rep01	0.001	eq10400_s280	single0.1	4	10
W1-13	W1	rep02	0.00109999999999999	eq10400_s280	single0.1	4	10
W1-13	W1	rep03	0.1306	eq10400_s280	single0.1	4	10
W1-13	W1	rep04	6.000000000000001e-4	eq10400_s280	single0.1	4	10
