simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9999833333333333	8.333333333331497e-9	0	eq10400_s3270	cons0.001	31	10
rep02	AQ	1	0	0	eq10400_s3270	cons0.001	31	10
rep03	AQ	1	0	0	eq10400_s3270	cons0.001	31	10
rep04	AQ	1	0	0	eq10400_s3270	cons0.001	31	10
rep05	AQ	0.9999733333333334	2.1333333333334557e-8	0	eq10400_s3270	cons0.001	31	10
rep06	AQ	0.9999766666666666	1.6333333333334916e-8	0	eq10400_s3270	cons0.001	31	10
rep07	AQ	0.9998333333333334	8.333333333333348e-7	0	eq10400_s3270	cons0.001	31	10
rep08	AQ	1	0	0	eq10400_s3270	cons0.001	31	10
rep09	AQ	1	0	0	eq10400_s3270	cons0.001	31	10
rep10	AQ	1	0	0	eq10400_s3270	cons0.001	31	10
rep01	W1	0.005369999999999999	1.790366551724137e-4	0.6333333333333333	eq10400_s3270	cons0.001	31	10
rep02	W1	0.0034399999999999995	1.4639282758620683e-4	0.6666666666666666	eq10400_s3270	cons0.001	31	10
rep03	W1	5.733333333333334e-4	8.522712643678162e-6	0.9333333333333333	eq10400_s3270	cons0.001	31	10
rep04	W1	0.0027299999999999994	7.7518724137931e-5	0.7	eq10400_s3270	cons0.001	31	10
rep05	W1	2e-4	5.944827586206898e-7	0.9	eq10400_s3270	cons0.001	31	10
rep06	W1	1.7333333333333334e-4	2.3098850574712645e-7	0.8666666666666667	eq10400_s3270	cons0.001	31	10
rep07	W1	0.0023866666666666667	1.4075981609195404e-4	0.8	eq10400_s3270	cons0.001	31	10
rep08	W1	0.0014699999999999997	6.45235517241379e-5	0.9666666666666667	eq10400_s3270	cons0.001	31	10
rep09	W1	8.699999999999997e-4	1.787527586206895e-5	0.8666666666666667	eq10400_s3270	cons0.001	31	10
rep10	W1	0.0014299999999999994	2.1140103448275842e-5	0.7	eq10400_s3270	cons0.001	31	10
rep01	W2	7.666666666666667e-5	4.874712643678162e-8	0.9	eq10400_s3270	cons0.001	31	10
rep02	W2	1.3e-4	1.463103448275862e-7	0.9	eq10400_s3270	cons0.001	31	10
