simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9889733333333334	4.8494685057471194e-4	0	eq10400_s280	cons0.001	2	10
rep02	AQ	0.9945866666666666	0.00037218395402298843	0	eq10400_s280	cons0.001	2	10
rep03	AQ	0.99256	4.982852413793093e-4	0	eq10400_s280	cons0.001	2	10
rep04	AQ	0.9966233333333333	1.3362116091954006e-4	0	eq10400_s280	cons0.001	2	10
rep05	AQ	0.99597	1.1268217241379333e-4	0	eq10400_s280	cons0.001	2	10
rep06	AQ	0.99567	1.3979389655172393e-4	0	eq10400_s280	cons0.001	2	10
rep07	AQ	0.99411	5.83639551724138e-4	0	eq10400_s280	cons0.001	2	10
rep08	AQ	0.9846033333333333	0.0011524203333333342	0	eq10400_s280	cons0.001	2	10
rep09	AQ	0.9939033333333334	4.2450860919540184e-4	0	eq10400_s280	cons0.001	2	10
rep10	AQ	0.9928233333333334	4.184156436781601e-4	0	eq10400_s280	cons0.001	2	10
rep01	W1	0.004343333333333333	8.191909195402297e-5	0.8333333333333334	eq10400_s280	cons0.001	2	10
rep02	W1	0.0030033333333333322	2.8408609195402297e-5	0.9	eq10400_s280	cons0.001	2	10
rep03	W1	0.008733333333333333	2.1533678160919542e-4	0.6666666666666666	eq10400_s280	cons0.001	2	10
rep04	W1	0.008419999999999999	3.713575172413792e-4	0.7666666666666667	eq10400_s280	cons0.001	2	10
rep05	W1	0.003376666666666666	3.7752195402298834e-5	0.8666666666666667	eq10400_s280	cons0.001	2	10
rep06	W1	0.003073333333333333	3.305029885057472e-5	0.9	eq10400_s280	cons0.001	2	10
rep07	W1	0.008816666666666667	5.786600574712643e-4	0.8666666666666667	eq10400_s280	cons0.001	2	10
rep08	W1	0.008043333333333331	1.497811609195402e-4	0.7333333333333333	eq10400_s280	cons0.001	2	10
rep09	W1	0.005473333333333332	8.16302988505747e-5	0.7666666666666667	eq10400_s280	cons0.001	2	10
rep10	W1	0.007606666666666665	3.767316781609195e-4	0.8	eq10400_s280	cons0.001	2	10
rep01	W2	0.0042566666666666655	9.306185057471263e-5	0.8666666666666667	eq10400_s280	cons0.001	2	10
rep02	W2	0.003919999999999999	7.654441379310344e-5	0.8333333333333334	eq10400_s280	cons0.001	2	10
rep03	W2	0.007526666666666666	2.9176409195402287e-4	0.8	eq10400_s280	cons0.001	2	10
rep04	W2	0.003636666666666666	1.1303550574712643e-4	0.9	eq10400_s280	cons0.001	2	10
rep05	W2	0.003143333333333333	3.521288505747126e-5	0.9	eq10400_s280	cons0.001	2	10
rep06	W2	0.007536666666666666	4.283306781609195e-4	0.8666666666666667	eq10400_s280	cons0.001	2	10
rep07	W2	0.006953333333333332	1.0714119540229882e-4	0.7	eq10400_s280	cons0.001	2	10
rep08	W2	0.01078	5.084347586206897e-4	0.7	eq10400_s280	cons0.001	2	10
rep09	W2	0.011393333333333333	5.176916781609196e-4	0.7	eq10400_s280	cons0.001	2	10
rep10	W2	0.0050933333333333325	1.604902988505747e-4	0.9	eq10400_s280	cons0.001	2	10
rep01	AQ	0.98749	6.311292068965504e-4	0	eq10400_s280	cons0.002	2	10
rep02	AQ	0.99481	3.3422644827586274e-4	0	eq10400_s280	cons0.002	2	10
