ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.0034	eq10400_s280	single0.1	2	10
W1-1	W1	rep02	0.0042	eq10400_s280	single0.1	2	10
W1-1	W1	rep03	0.0651	eq10400_s280	single0.1	2	10
W1-1	W1	rep04	0.001	eq10400_s280	single0.1	2	10
W1-1	W1	rep05	0.0016	eq10400_s280	single0.1	2	10
W1-1	W1	rep06	0.01649999999999999	eq10400_s280	single0.1	2	10
W1-1	W1	rep07	0.0014	eq10400_s280	single0.1	2	10
W1-1	W1	rep08	0.0021	eq10400_s280	single0.1	2	10
W1-1	W1	rep09	0.0026	eq10400_s280	single0.1	2	10
W1-1	W1	rep10	0.001	eq10400_s280	single0.1	2	10
W1-2	W1	rep01	0.0016	eq10400_s280	single0.1	2	10
W1-2	W1	rep02	0.001	eq10400_s280	single0.1	2	10
W1-2	W1	rep03	0	eq10400_s280	single0.1	2	10
W1-2	W1	rep04	0.0017	eq10400_s280	single0.1	2	10
W1-2	W1	rep05	0.00269999999999999	eq10400_s280	single0.1	2	10
W1-2	W1	rep06	0.0014	eq10400_s280	single0.1	2	10
W1-2	W1	rep07	0.0044	eq10400_s280	single0.1	2	10
W1-2	W1	rep08	0.0561	eq10400_s280	single0.1	2	10
W1-2	W1	rep09	8e-4	eq10400_s280	single0.1	2	10
W1-2	W1	rep10	0.0011	eq10400_s280	single0.1	2	10
W1-3	W1	rep01	0.002	eq10400_s280	single0.1	2	10
W1-3	W1	rep02	0.004	eq10400_s280	single0.1	2	10
W1-3	W1	rep03	0.001	eq10400_s280	single0.1	2	10
W1-3	W1	rep04	1e-4	eq10400_s280	single0.1	2	10
W1-3	W1	rep05	5e-4	eq10400_s280	single0.1	2	10
W1-3	W1	rep06	8e-4	eq10400_s280	single0.1	2	10
W1-3	W1	rep07	8e-4	eq10400_s280	single0.1	2	10
W1-3	W1	rep08	0.02369999999999999	eq10400_s280	single0.1	2	10
W1-3	W1	rep09	0.001	eq10400_s280	single0.1	2	10
W1-3	W1	rep10	0.0014	eq10400_s280	single0.1	2	10
W1-4	W1	rep01	0.0016	eq10400_s280	single0.1	2	10
W1-4	W1	rep02	0.0015	eq10400_s280	single0.1	2	10
