ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep06	1e-4	eq10400_s3270	single0.1	4	10
W1-1	W1	rep07	0.0033	eq10400_s3270	single0.1	4	10
W1-1	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-1	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-2	W1	rep01	2e-4	eq10400_s3270	single0.1	4	10
W1-2	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-2	W1	rep03	0.09579999999999998	eq10400_s3270	single0.1	4	10
W1-2	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-2	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-2	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-2	W1	rep07	3.0000000000000003e-4	eq10400_s3270	single0.1	4	10
W1-2	W1	rep08	0.1291	eq10400_s3270	single0.1	4	10
W1-2	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-2	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-3	W1	rep01	0.001	eq10400_s3270	single0.1	4	10
W1-3	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-3	W1	rep03	0.1247	eq10400_s3270	single0.1	4	10
W1-3	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-3	W1	rep05	0.001	eq10400_s3270	single0.1	4	10
W1-3	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-3	W1	rep07	0.001	eq10400_s3270	single0.1	4	10
W1-3	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-3	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-3	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-4	W1	rep01	6.000000000000001e-4	eq10400_s3270	single0.1	4	10
W1-4	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-4	W1	rep03	0.00309999999999999	eq10400_s3270	single0.1	4	10
W1-4	W1	rep04	0.0049	eq10400_s3270	single0.1	4	10
W1-4	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-4	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-4	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-4	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-4	W1	rep09	2e-4	eq10400_s3270	single0.1	4	10
W1-4	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-5	W1	rep01	0.093	eq10400_s3270	single0.1	4	10
W1-5	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-5	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-5	W1	rep04	0.02229999999999999	eq10400_s3270	single0.1	4	10
W1-5	W1	rep05	2e-4	eq10400_s3270	single0.1	4	10
W1-5	W1	rep06	5e-4	eq10400_s3270	single0.1	4	10
W1-5	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-5	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-5	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-5	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep01	0.1979	eq10400_s3270	single0.1	4	10
W1-6	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep04	2e-4	eq10400_s3270	single0.1	4	10
W1-6	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep07	7e-4	eq10400_s3270	single0.1	4	10
W1-6	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-6	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep01	7e-4	eq10400_s3270	single0.1	4	10
W1-7	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-7	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep01	2e-4	eq10400_s3270	single0.1	4	10
W1-8	W1	rep02	9.000000000000001e-4	eq10400_s3270	single0.1	4	10
W1-8	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep07	1e-4	eq10400_s3270	single0.1	4	10
W1-8	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-8	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep07	0.15409999999999996	eq10400_s3270	single0.1	4	10
W1-9	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-9	W1	rep10	4e-4	eq10400_s3270	single0.1	4	10
W1-10	W1	rep01	8e-4	eq10400_s3270	single0.1	4	10
W1-10	W1	rep02	0.13799999999999998	eq10400_s3270	single0.1	4	10
W1-10	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-10	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-10	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-10	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-10	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-10	W1	rep08	0.26850000000000007	eq10400_s3270	single0.1	4	10
W1-10	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-10	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep08	0.001	eq10400_s3270	single0.1	4	10
W1-11	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-11	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-12	W1	rep01	3.0000000000000003e-4	eq10400_s3270	single0.1	4	10
W1-12	W1	rep02	1e-4	eq10400_s3270	single0.1	4	10
W1-12	W1	rep03	1e-4	eq10400_s3270	single0.1	4	10
W1-12	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-12	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-12	W1	rep06	7e-4	eq10400_s3270	single0.1	4	10
W1-12	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-12	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-12	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-12	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep05	0.001	eq10400_s3270	single0.1	4	10
W1-13	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep08	0.04509999999999999	eq10400_s3270	single0.1	4	10
W1-13	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-13	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep03	9.000000000000001e-4	eq10400_s3270	single0.1	4	10
W1-14	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep07	0.09729999999999998	eq10400_s3270	single0.1	4	10
W1-14	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-14	W1	rep10	4e-4	eq10400_s3270	single0.1	4	10
W1-15	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep04	0.0015	eq10400_s3270	single0.1	4	10
W1-15	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-15	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep01	0.0065	eq10400_s3270	single0.1	4	10
W1-16	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep05	0.14209999999999998	eq10400_s3270	single0.1	4	10
W1-16	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-16	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep03	8e-4	eq10400_s3270	single0.1	4	10
W1-17	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-17	W1	rep08	0.00619999999999999	eq10400_s3270	single0.1	4	10
W1-17	W1	rep09	3.0000000000000003e-4	eq10400_s3270	single0.1	4	10
W1-17	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep01	0.06870000000000001	eq10400_s3270	single0.1	4	10
W1-18	W1	rep02	0.0016	eq10400_s3270	single0.1	4	10
W1-18	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep05	4e-4	eq10400_s3270	single0.1	4	10
W1-18	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-18	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-19	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-19	W1	rep02	3.0000000000000003e-4	eq10400_s3270	single0.1	4	10
W1-19	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-19	W1	rep04	0.17619999999999997	eq10400_s3270	single0.1	4	10
W1-19	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-19	W1	rep06	0.001	eq10400_s3270	single0.1	4	10
W1-19	W1	rep07	0	eq10400_s3270	single0.1	4	10
W1-19	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-19	W1	rep09	1e-4	eq10400_s3270	single0.1	4	10
W1-19	W1	rep10	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep04	0.001	eq10400_s3270	single0.1	4	10
W1-20	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep07	2e-4	eq10400_s3270	single0.1	4	10
W1-20	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-20	W1	rep10	0.0537	eq10400_s3270	single0.1	4	10
W1-21	W1	rep01	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep02	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep03	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep04	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep05	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep06	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep07	2e-4	eq10400_s3270	single0.1	4	10
W1-21	W1	rep08	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep09	0	eq10400_s3270	single0.1	4	10
W1-21	W1	rep10	0	eq10400_s3270	single0.1	4	10
