simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.99999	2.999999999999339e-9	0	eq10400_s3270	cons0.001	6	10
rep02	AQ	1	0	0	eq10400_s3270	cons0.001	6	10
rep03	AQ	1	0	0	eq10400_s3270	cons0.001	6	10
rep04	AQ	1	0	0	eq10400_s3270	cons0.001	6	10
rep05	AQ	0.9999833333333333	8.333333333331497e-9	0	eq10400_s3270	cons0.001	6	10
rep06	AQ	0.9999766666666666	1.6333333333334916e-8	0	eq10400_s3270	cons0.001	6	10
rep07	AQ	0.99983	8.669999999999978e-7	0	eq10400_s3270	cons0.001	6	10
rep08	AQ	1	0	0	eq10400_s3270	cons0.001	6	10
rep09	AQ	1	0	0	eq10400_s3270	cons0.001	6	10
rep10	AQ	1	0	0	eq10400_s3270	cons0.001	6	10
rep01	W1	2.5333333333333333e-4	2.839540229885057e-7	0.7	eq10400_s3270	cons0.001	6	10
rep02	W1	3.1666666666666665e-4	4.0143678160919536e-7	0.7333333333333333	eq10400_s3270	cons0.001	6	10
rep03	W1	1.0666666666666667e-4	8.822988505747127e-8	0.8666666666666667	eq10400_s3270	cons0.001	6	10
rep04	W1	6.900000000000001e-4	8.487827586206897e-6	0.8	eq10400_s3270	cons0.001	6	10
rep05	W1	1.2e-4	1.12e-7	0.8333333333333334	eq10400_s3270	cons0.001	6	10
rep06	W1	1.93333333333333e-4	3.8616091954022783e-7	0.8666666666666667	eq10400_s3270	cons0.001	6	10
rep07	W1	1.2333333333333334e-4	1.0529885057471264e-7	0.8666666666666667	eq10400_s3270	cons0.001	6	10
rep08	W1	3.533333333333333e-4	1.612229885057471e-6	0.8	eq10400_s3270	cons0.001	6	10
rep09	W1	4.6666666666666665e-5	3.498850574712644e-8	0.9	eq10400_s3270	cons0.001	6	10
rep10	W1	2.1e-4	2.140344827586207e-7	0.8	eq10400_s3270	cons0.001	6	10
rep01	W2	5.666666666666667e-5	4.667816091954024e-8	0.9333333333333333	eq10400_s3270	cons0.001	6	10
rep02	W2	1.0666666666666668e-4	8.754022988505749e-8	0.8666666666666667	eq10400_s3270	cons0.001	6	10
rep03	W2	3.3333333333333335e-5	2.7126436781609202e-8	0.9666666666666667	eq10400_s3270	cons0.001	6	10
rep04	W2	2.933333333333333e-4	6.268505747126436e-7	0.8	eq10400_s3270	cons0.001	6	10
rep05	W2	1.1666666666666667e-4	1.7591954022988503e-7	0.9	eq10400_s3270	cons0.001	6	10
rep06	W2	4.4333333333333334e-4	1.3059885057471262e-6	0.7	eq10400_s3270	cons0.001	6	10
rep07	W2	3.6666666666666666e-5	3.34367816091954e-8	0.9666666666666667	eq10400_s3270	cons0.001	6	10
rep08	W2	1.9666666666666666e-4	1.8171264367816092e-7	0.8	eq10400_s3270	cons0.001	6	10
