simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9999733333333334	2.1333333333334557e-8	0	eq10400_s3270	single0.1	21	10
rep02	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep03	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep04	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep05	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep06	AQ	0.9999766666666666	1.6333333333334916e-8	0	eq10400_s3270	single0.1	21	10
rep07	AQ	0.9999466666666667	8.533333333333823e-8	0	eq10400_s3270	single0.1	21	10
rep08	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep09	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep10	AQ	1	0	0	eq10400_s3270	single0.1	21	10
rep01	W1	0.011826666666666666	4.399971954022988e-4	0.5666666666666667	eq10400_s3270	single0.1	21	10
rep02	W1	0.007716666666666667	2.6328005747126436e-4	0.7	eq10400_s3270	single0.1	21	10
rep03	W1	0.008333333333333333	3.174216091954023e-4	0.5666666666666667	eq10400_s3270	single0.1	21	10
rep04	W1	0.007783333333333332	2.96862816091954e-4	0.5333333333333333	eq10400_s3270	single0.1	21	10
rep05	W1	0.007166666666666666	5.083443678160919e-4	0.6333333333333333	eq10400_s3270	single0.1	21	10
rep06	W1	0.007973333333333332	3.3839374712643676e-4	0.6666666666666666	eq10400_s3270	single0.1	21	10
rep07	W1	0.00804	3.2044868965517247e-4	0.6	eq10400_s3270	single0.1	21	10
rep08	W1	0.005913333333333333	2.0090326436781613e-4	0.7	eq10400_s3270	single0.1	21	10
rep09	W1	0.010396666666666665	2.580410229885057e-4	0.43333333333333335	eq10400_s3270	single0.1	21	10
rep10	W1	0.00616	3.3734041379310334e-4	0.6666666666666666	eq10400_s3270	single0.1	21	10
rep01	W2	1.2e-4	8.30344827586207e-8	0.8333333333333334	eq10400_s3270	single0.1	21	10
rep02	W2	1.7e-4	1.959655172413793e-7	0.8666666666666667	eq10400_s3270	single0.1	21	10
