simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9893733333333333	5.081820229885048e-4	0	eq10400_s280	cons0.001	31	10
rep02	AQ	0.9947900000000001	3.6442231034482687e-4	0	eq10400_s280	cons0.001	31	10
rep03	AQ	0.9926766666666667	5.065411609195398e-4	0	eq10400_s280	cons0.001	31	10
rep04	AQ	0.9969233333333334	1.1782116091954037e-4	0	eq10400_s280	cons0.001	31	10
rep05	AQ	0.9947033333333333	1.905030919540227e-4	0	eq10400_s280	cons0.001	31	10
rep06	AQ	0.99617	1.0961527586206861e-4	0	eq10400_s280	cons0.001	31	10
rep07	AQ	0.99479	5.040078275862062e-4	0	eq10400_s280	cons0.001	31	10
rep08	AQ	0.9847433333333333	0.0010875942643678175	0	eq10400_s280	cons0.001	31	10
rep09	AQ	0.9928266666666666	4.371702988505739e-4	0	eq10400_s280	cons0.001	31	10
rep10	AQ	0.9913233333333333	5.68593574712644e-4	0	eq10400_s280	cons0.001	31	10
rep01	W1	0.004116666666666665	3.6878678160919505e-5	0.7666666666666667	eq10400_s280	cons0.001	31	10
rep02	W1	0.0023233333333333326	1.7285298850574697e-5	0.9333333333333333	eq10400_s280	cons0.001	31	10
rep03	W1	0.006406666666666666	3.2942547126436786e-4	0.8333333333333334	eq10400_s280	cons0.001	31	10
rep04	W1	0.004683333333333333	1.0247522988505744e-4	0.8666666666666667	eq10400_s280	cons0.001	31	10
rep05	W1	0.005276666666666666	3.478039195402299e-4	0.9333333333333333	eq10400_s280	cons0.001	31	10
rep06	W1	0.002999999999999999	1.6838620689655167e-5	0.9	eq10400_s280	cons0.001	31	10
rep07	W1	0.002243333333333333	1.9421850574712628e-5	0.9666666666666667	eq10400_s280	cons0.001	31	10
rep08	W1	0.005459999999999999	9.349213793103448e-5	0.8	eq10400_s280	cons0.001	31	10
rep09	W1	0.00844	3.986604137931033e-4	0.8	eq10400_s280	cons0.001	31	10
rep10	W1	0.005336666666666666	2.0882309195402297e-4	0.9	eq10400_s280	cons0.001	31	10
rep01	W2	0.004133333333333333	6.378574712643674e-5	0.8666666666666667	eq10400_s280	cons0.001	31	10
rep02	W2	0.006403333333333332	1.5284791954022988e-4	0.7666666666666667	eq10400_s280	cons0.001	31	10
rep03	W2	0.006513333333333331	1.8484464367816086e-4	0.8	eq10400_s280	cons0.001	31	10
rep04	W2	0.002653333333333333	2.8434988505747125e-5	0.9333333333333333	eq10400_s280	cons0.001	31	10
rep05	W2	0.005963333333333333	1.1701619540229885e-4	0.8	eq10400_s280	cons0.001	31	10
rep06	W2	0.010023333333333332	5.967384022988506e-4	0.7333333333333333	eq10400_s280	cons0.001	31	10
rep07	W2	0.0056466666666666636	7.06853333333333e-5	0.7666666666666667	eq10400_s280	cons0.001	31	10
rep08	W2	0.016793333333333334	8.542296091954024e-4	0.6666666666666666	eq10400_s280	cons0.001	31	10
rep09	W2	0.0075366666666666655	1.9611274712643678e-4	0.7666666666666667	eq10400_s280	cons0.001	31	10
rep10	W2	0.004416666666666666	7.724902298850573e-5	0.8666666666666667	eq10400_s280	cons0.001	31	10
rep01	AQ	0.9870266666666666	6.463054712643683e-4	0	eq10400_s280	cons0.002	31	10
rep02	AQ	0.9933866666666666	4.3331774712643734e-4	0	eq10400_s280	cons0.002	31	10
rep03	AQ	0.99192	5.406809655172404e-4	0	eq10400_s280	cons0.002	31	10
rep04	AQ	0.9964166666666667	1.4932557471264362e-4	0	eq10400_s280	cons0.002	31	10
rep05	AQ	0.99571	1.2338162068965532e-4	0	eq10400_s280	cons0.002	31	10
rep06	AQ	0.9965066666666667	8.545029885057461e-5	0	eq10400_s280	cons0.002	31	10
rep07	AQ	0.9942766666666667	5.474080574712649e-4	0	eq10400_s280	cons0.002	31	10
rep08	AQ	0.98392	0.0011683533793103446	0	eq10400_s280	cons0.002	31	10
rep09	AQ	0.99328	4.7022372413793156e-4	0	eq10400_s280	cons0.002	31	10
rep10	AQ	0.9923733333333333	5.355647816091943e-4	0	eq10400_s280	cons0.002	31	10
rep01	W1	0.010733333333333333	9.282719540229886e-4	0.8333333333333334	eq10400_s280	cons0.002	31	10
rep02	W1	0.009779999999999999	4.89414068965517e-4	0.8	eq10400_s280	cons0.002	31	10
rep03	W1	0.008306666666666665	2.1054754022988505e-4	0.7666666666666667	eq10400_s280	cons0.002	31	10
rep04	W1	0.01484	0.0015454928275862073	0.8	eq10400_s280	cons0.002	31	10
rep05	W1	0.006253333333333333	1.7449154022988503e-4	0.8333333333333334	eq10400_s280	cons0.002	31	10
rep06	W1	0.007916666666666666	4.617807471264367e-4	0.8333333333333334	eq10400_s280	cons0.002	31	10
rep07	W1	0.006343333333333332	3.6042460919540227e-4	0.9333333333333333	eq10400_s280	cons0.002	31	10
rep08	W1	0.01974	0.004891065241379311	0.7333333333333333	eq10400_s280	cons0.002	31	10
rep09	W1	0.0052233333333333316	1.4227081609195398e-4	0.8666666666666667	eq10400_s280	cons0.002	31	10
