simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9869033333333334	6.365113678160923e-4	0	eq10400_s280	single0.1	4	10
rep02	AQ	0.9947133333333333	1.6866671264367813e-4	0	eq10400_s280	single0.1	4	10
rep03	AQ	0.9966533333333333	7.342395402298841e-5	0	eq10400_s280	single0.1	4	10
rep04	AQ	0.99443	1.8591734482758596e-4	0	eq10400_s280	single0.1	4	10
rep05	AQ	0.99085	7.974329310344822e-4	0	eq10400_s280	single0.1	4	10
rep06	AQ	0.99599	9.348782758620685e-5	0	eq10400_s280	single0.1	4	10
rep07	AQ	0.9927666666666667	3.0162505747126427e-4	0	eq10400_s280	single0.1	4	10
rep08	AQ	0.9959766666666666	2.125859885057471e-4	0	eq10400_s280	single0.1	4	10
rep09	AQ	0.9963366666666666	1.127851609195401e-4	0	eq10400_s280	single0.1	4	10
rep10	AQ	0.9914566666666667	5.533039195402289e-4	0	eq10400_s280	single0.1	4	10
rep01	W1	0.01435	0.0010556391379310344	0.6666666666666666	eq10400_s280	single0.1	4	10
rep02	W1	0.010156666666666665	7.277742643678162e-4	0.7	eq10400_s280	single0.1	4	10
rep03	W1	0.01516	0.0011697935172413794	0.6333333333333333	eq10400_s280	single0.1	4	10
rep04	W1	0.0036266666666666656	7.3315816091954e-5	0.9	eq10400_s280	single0.1	4	10
rep05	W1	0.015409999999999998	9.451181724137931e-4	0.7333333333333333	eq10400_s280	single0.1	4	10
rep06	W1	0.026726666666666666	0.0063552371954023	0.7333333333333333	eq10400_s280	single0.1	4	10
rep07	W1	0.007983333333333332	2.9890005747126435e-4	0.7666666666666667	eq10400_s280	single0.1	4	10
rep08	W1	0.008116666666666666	4.692021264367816e-4	0.8333333333333334	eq10400_s280	single0.1	4	10
rep09	W1	0.012356666666666665	0.0015198308160919536	0.7333333333333333	eq10400_s280	single0.1	4	10
rep10	W1	0.027233333333333328	0.0026965609195402297	0.6666666666666666	eq10400_s280	single0.1	4	10
rep01	W2	0.0042499999999999994	4.7214999999999994e-5	0.8	eq10400_s280	single0.1	4	10
rep02	W2	0.005236666666666665	9.924722988505744e-5	0.7333333333333333	eq10400_s280	single0.1	4	10
rep03	W2	0.005506666666666666	2.4046202298850573e-4	0.7666666666666667	eq10400_s280	single0.1	4	10
rep04	W2	0.004353333333333332	8.221705747126434e-5	0.8	eq10400_s280	single0.1	4	10
rep05	W2	0.004306666666666665	1.0334754022988505e-4	0.8666666666666667	eq10400_s280	single0.1	4	10
rep06	W2	0.005973333333333333	1.372137471264368e-4	0.8333333333333334	eq10400_s280	single0.1	4	10
rep07	W2	0.004429999999999999	9.714355172413791e-5	0.8666666666666667	eq10400_s280	single0.1	4	10
rep08	W2	0.005316666666666666	2.492669540229885e-4	0.8666666666666667	eq10400_s280	single0.1	4	10
rep09	W2	0.0032199999999999985	2.3278206896551713e-5	0.8666666666666667	eq10400_s280	single0.1	4	10
rep10	W2	0.004443333333333331	7.959840229885054e-5	0.8666666666666667	eq10400_s280	single0.1	4	10
rep01	AQ	0.9870266666666667	6.149206436781615e-4	0	eq10400_s280	single0.2	4	10
rep02	AQ	0.9952733333333333	1.293882298850576e-4	0	eq10400_s280	single0.2	4	10
rep03	AQ	0.99601	1.1487610344827523e-4	0	eq10400_s280	single0.2	4	10
rep04	AQ	0.9935233333333333	2.150046091954014e-4	0	eq10400_s280	single0.2	4	10
rep05	AQ	0.9892233333333333	8.804735747126433e-4	0	eq10400_s280	single0.2	4	10
rep06	AQ	0.9961966666666667	5.740791954022995e-5	0	eq10400_s280	single0.2	4	10
