ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.0034	eq10400_s280	cons0.001	2	10
W1-1	W1	rep02	0.0029	eq10400_s280	cons0.001	2	10
W1-1	W1	rep03	0.0103	eq10400_s280	cons0.001	2	10
W1-1	W1	rep04	0.04309999999999999	eq10400_s280	cons0.001	2	10
W1-1	W1	rep05	0.0071	eq10400_s280	cons0.001	2	10
W1-1	W1	rep06	0.0034	eq10400_s280	cons0.001	2	10
W1-1	W1	rep07	0.0018	eq10400_s280	cons0.001	2	10
W1-1	W1	rep08	0.0301	eq10400_s280	cons0.001	2	10
W1-1	W1	rep09	6.000000000000001e-4	eq10400_s280	cons0.001	2	10
W1-1	W1	rep10	0.0015	eq10400_s280	cons0.001	2	10
W1-2	W1	rep01	0.001	eq10400_s280	cons0.001	2	10
W1-2	W1	rep02	0.01119999999999999	eq10400_s280	cons0.001	2	10
W1-2	W1	rep03	0.001	eq10400_s280	cons0.001	2	10
W1-2	W1	rep04	4e-4	eq10400_s280	cons0.001	2	10
W1-2	W1	rep05	0	eq10400_s280	cons0.001	2	10
W1-2	W1	rep06	0.001	eq10400_s280	cons0.001	2	10
W1-2	W1	rep07	0.0021	eq10400_s280	cons0.001	2	10
W1-2	W1	rep08	0.0041	eq10400_s280	cons0.001	2	10
W1-2	W1	rep09	0.001	eq10400_s280	cons0.001	2	10
W1-2	W1	rep10	0.00999999999999999	eq10400_s280	cons0.001	2	10
W1-3	W1	rep01	1e-4	eq10400_s280	cons0.001	2	10
W1-3	W1	rep02	0.001	eq10400_s280	cons0.001	2	10
W1-3	W1	rep03	0.001	eq10400_s280	cons0.001	2	10
W1-3	W1	rep04	0.0021	eq10400_s280	cons0.001	2	10
W1-3	W1	rep05	4e-4	eq10400_s280	cons0.001	2	10
W1-3	W1	rep06	0.0019	eq10400_s280	cons0.001	2	10
W1-3	W1	rep07	0.001	eq10400_s280	cons0.001	2	10
W1-3	W1	rep08	0.0027	eq10400_s280	cons0.001	2	10
W1-3	W1	rep09	0.001	eq10400_s280	cons0.001	2	10
W1-3	W1	rep10	0.0342	eq10400_s280	cons0.001	2	10
W1-4	W1	rep01	0.001	eq10400_s280	cons0.001	2	10
W1-4	W1	rep02	0.0028	eq10400_s280	cons0.001	2	10
W1-4	W1	rep03	0	eq10400_s280	cons0.001	2	10
W1-4	W1	rep04	0.09829999999999998	eq10400_s280	cons0.001	2	10
W1-4	W1	rep05	0	eq10400_s280	cons0.001	2	10
W1-4	W1	rep06	0.0019	eq10400_s280	cons0.001	2	10
W1-4	W1	rep07	3.0000000000000003e-4	eq10400_s280	cons0.001	2	10
W1-4	W1	rep08	0.0113	eq10400_s280	cons0.001	2	10
W1-4	W1	rep09	0.0014	eq10400_s280	cons0.001	2	10
W1-4	W1	rep10	0.0023	eq10400_s280	cons0.001	2	10
W1-5	W1	rep01	0.0019	eq10400_s280	cons0.001	2	10
