simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9999966666666666	3.333333333332599e-10	0	eq10400_s3270	single0.1	3	10
rep02	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep03	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep04	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep05	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep06	AQ	0.99998	1.2000000000001798e-8	0	eq10400_s3270	single0.1	3	10
rep07	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single0.1	3	10
rep08	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep09	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep10	AQ	1	0	0	eq10400_s3270	single0.1	3	10
rep01	W1	0.037669999999999995	0.009439602172413792	0.7333333333333333	eq10400_s3270	single0.1	3	10
rep02	W1	0.01574333333333333	0.0036151521954022985	0.8666666666666667	eq10400_s3270	single0.1	3	10
rep03	W1	0.0038733333333333337	4.0005443678160926e-4	0.8333333333333334	eq10400_s3270	single0.1	3	10
rep04	W1	0.0143	0.002935546896551724	0.8333333333333334	eq10400_s3270	single0.1	3	10
rep05	W1	0.02059333333333333	0.00427429788505747	0.7	eq10400_s3270	single0.1	3	10
rep06	W1	0.007403333333333334	0.0015102872298850577	0.8333333333333334	eq10400_s3270	single0.1	3	10
rep07	W1	4.0666666666666667e-4	7.268505747126437e-7	0.7	eq10400_s3270	single0.1	3	10
rep08	W1	0.016246666666666663	0.007871659126436777	0.8666666666666667	eq10400_s3270	single0.1	3	10
rep09	W1	0.02088	0.006541547172413792	0.7666666666666667	eq10400_s3270	single0.1	3	10
rep10	W1	0.008706666666666666	0.002157295816091954	0.8333333333333334	eq10400_s3270	single0.1	3	10
rep01	W2	1.0666666666666667e-4	7.167816091954024e-8	0.8666666666666667	eq10400_s3270	single0.1	3	10
rep02	W2	2.0333333333333333e-4	2.2378160919540232e-7	0.8	eq10400_s3270	single0.1	3	10
rep03	W2	1.0666666666666668e-4	5.926436781609196e-8	0.8666666666666667	eq10400_s3270	single0.1	3	10
rep04	W2	1.2333333333333334e-4	8.185057471264368e-8	0.8	eq10400_s3270	single0.1	3	10
rep05	W2	0.001166666666666666	1.1954712643678152e-5	0.7333333333333333	eq10400_s3270	single0.1	3	10
rep06	W2	2.2666666666666668e-4	1.468505747126437e-7	0.7	eq10400_s3270	single0.1	3	10
rep07	W2	1.1333333333333334e-4	8.257471264367816e-8	0.8333333333333334	eq10400_s3270	single0.1	3	10
rep08	W2	3.5666666666666664e-4	4.032298850574713e-7	0.7	eq10400_s3270	single0.1	3	10
rep09	W2	4.6333333333333334e-4	2.6375747126436787e-6	0.8666666666666667	eq10400_s3270	single0.1	3	10
rep10	W2	6e-5	2.3862068965517243e-8	0.9	eq10400_s3270	single0.1	3	10
rep01	AQ	0.9999933333333333	1.3333333333330396e-9	0	eq10400_s3270	single0.2	3	10
rep02	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep03	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep04	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep05	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep06	AQ	0.99997	2.7000000000000715e-8	0	eq10400_s3270	single0.2	3	10
rep07	AQ	0.9999633333333333	4.033333333333259e-8	0	eq10400_s3270	single0.2	3	10
rep08	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep09	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep10	AQ	1	0	0	eq10400_s3270	single0.2	3	10
rep01	W1	0.02340666666666667	0.00916830822988506	0.8	eq10400_s3270	single0.2	3	10
rep02	W1	0.01831	0.004865095413793103	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep03	W1	0.02862666666666667	0.008028781333333335	0.8	eq10400_s3270	single0.2	3	10
rep04	W1	0.014356666666666667	0.0031248073678160925	0.7666666666666667	eq10400_s3270	single0.2	3	10
rep05	W1	0.007370000000000001	0.0015931842413793107	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep06	W1	0.029043333333333334	0.00739206116091954	0.7333333333333333	eq10400_s3270	single0.2	3	10
rep07	W1	0.018443333333333332	0.004931129436781609	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep08	W1	0.003993333333333333	4.564309885057471e-4	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep09	W1	0.008426666666666667	0.001879027540229885	0.8333333333333334	eq10400_s3270	single0.2	3	10
rep10	W1	0.021903333333333334	0.004882769298850575	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep01	W2	5.666666666666667e-5	2.7367816091954027e-8	0.9	eq10400_s3270	single0.2	3	10
rep02	W2	2.3666666666666668e-4	6.748160919540231e-7	0.8333333333333334	eq10400_s3270	single0.2	3	10
rep03	W2	1.7666666666666666e-4	2.5495402298850573e-07	0.8333333333333334	eq10400_s3270	single0.2	3	10
rep04	W2	2.2e-4	2.2027586206896554e-7	0.8	eq10400_s3270	single0.2	3	10
rep05	W2	8.466666666666667e-4	5.542574712643678e-6	0.7666666666666667	eq10400_s3270	single0.2	3	10
rep06	W2	2.933333333333333e-4	2.882298850574713e-7	0.8	eq10400_s3270	single0.2	3	10
rep07	W2	3.9333333333333337e-4	1.496505747126437e-6	0.8333333333333334	eq10400_s3270	single0.2	3	10
rep08	W2	3.1e-4	9.388620689655171e-7	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep09	W2	8.033333333333333e-4	1.0474816091954021e-5	0.8666666666666667	eq10400_s3270	single0.2	3	10
rep10	W2	7.000000000000001e-5	5.80344827586207e-8	0.9333333333333333	eq10400_s3270	single0.2	3	10
rep01	AQ	0.9999933333333333	1.3333333333330396e-9	0	eq10400_s3270	single0.5	3	10
rep02	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep03	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep04	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep05	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep06	AQ	0.99997	2.7000000000000715e-8	0	eq10400_s3270	single0.5	3	10
rep07	AQ	0.9999633333333333	4.033333333333259e-8	0	eq10400_s3270	single0.5	3	10
rep08	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep09	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep10	AQ	1	0	0	eq10400_s3270	single0.5	3	10
rep01	W1	0.056093333333333335	0.009533775816091956	0.5333333333333333	eq10400_s3270	single0.5	3	10
rep02	W1	0.036013333333333335	0.009431489471264369	0.7666666666666667	eq10400_s3270	single0.5	3	10
rep03	W1	0.029113333333333335	0.008607332919540231	0.8666666666666667	eq10400_s3270	single0.5	3	10
rep04	W1	0.036533333333333334	0.013293408505747126	0.8666666666666667	eq10400_s3270	single0.5	3	10
rep05	W1	0.03425	0.00940306051724138	0.7	eq10400_s3270	single0.5	3	10
