simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.98705	6.166163793103437e-4	0	eq10400_s280	single0.1	3	10
rep02	AQ	0.9953233333333333	1.3232598850574702e-4	0	eq10400_s280	single0.1	3	10
rep03	AQ	0.9971066666666667	5.6744091954022925e-5	0	eq10400_s280	single0.1	3	10
rep04	AQ	0.99365	1.8357568965517236e-4	0	eq10400_s280	single0.1	3	10
rep05	AQ	0.99026	8.734507586206912e-4	0	eq10400_s280	single0.1	3	10
rep06	AQ	0.99712	3.49575172413796e-5	0	eq10400_s280	single0.1	3	10
rep07	AQ	0.9922666666666666	3.4662781609195396e-4	0	eq10400_s280	single0.1	3	10
rep08	AQ	0.99575	2.8270327586206906e-4	0	eq10400_s280	single0.1	3	10
rep09	AQ	0.9967633333333333	1.0764998850574725e-4	0	eq10400_s280	single0.1	3	10
rep10	AQ	0.99193	5.180428620689656e-4	0	eq10400_s280	single0.1	3	10
rep01	W1	0.013396666666666666	0.0010528451609195404	0.8	eq10400_s280	single0.1	3	10
rep02	W1	0.03303333333333333	0.011413510574712646	0.7	eq10400_s280	single0.1	3	10
rep03	W1	0.010716666666666666	0.0010353607471264368	0.8333333333333334	eq10400_s280	single0.1	3	10
rep04	W1	0.011223333333333332	0.0020202652988505748	0.8	eq10400_s280	single0.1	3	10
rep05	W1	0.004979999999999999	5.979751724137928e-5	0.7	eq10400_s280	single0.1	3	10
rep06	W1	0.01366	0.0036235755862068964	0.8333333333333334	eq10400_s280	single0.1	3	10
rep07	W1	0.003799999999999999	8.080965517241376e-5	0.9	eq10400_s280	single0.1	3	10
rep08	W1	0.013699999999999997	0.002037651724137931	0.7333333333333333	eq10400_s280	single0.1	3	10
rep09	W1	0.011796666666666665	0.0014171651609195402	0.7666666666666667	eq10400_s280	single0.1	3	10
rep10	W1	0.044913333333333326	0.011051757747126436	0.6333333333333333	eq10400_s280	single0.1	3	10
rep01	W2	0.004396666666666666	5.4367229885057465e-5	0.7666666666666667	eq10400_s280	single0.1	3	10
rep02	W2	0.00648	2.280782068965517e-4	0.8	eq10400_s280	single0.1	3	10
rep03	W2	0.006576666666666665	2.966846091954022e-4	0.7333333333333333	eq10400_s280	single0.1	3	10
rep04	W2	0.005489999999999999	7.507196551724138e-5	0.6666666666666666	eq10400_s280	single0.1	3	10
rep05	W2	0.0028566666666666653	2.7950126436781582e-5	0.8666666666666667	eq10400_s280	single0.1	3	10
rep06	W2	0.005639999999999998	1.0558179310344824e-4	0.8333333333333334	eq10400_s280	single0.1	3	10
rep07	W2	0.003266666666666666	3.561333333333334e-5	0.8333333333333334	eq10400_s280	single0.1	3	10
rep08	W2	0.0042966666666666665	1.852341264367816e-4	0.8666666666666667	eq10400_s280	single0.1	3	10
rep09	W2	0.002943333333333333	2.577288505747126e-5	0.8666666666666667	eq10400_s280	single0.1	3	10
rep10	W2	0.003386666666666665	3.1205333333333304e-5	0.8333333333333334	eq10400_s280	single0.1	3	10
rep01	AQ	0.98816	5.370404137931034e-4	0	eq10400_s280	single0.2	3	10
rep02	AQ	0.9948666666666667	1.528429885057474e-4	0	eq10400_s280	single0.2	3	10
rep03	AQ	0.9965233333333333	6.466598850574706e-5	0	eq10400_s280	single0.2	3	10
rep04	AQ	0.99258	2.8376441379310226e-4	0	eq10400_s280	single0.2	3	10
rep05	AQ	0.98999	8.847450689655169e-4	0	eq10400_s280	single0.2	3	10
rep06	AQ	0.9962566666666667	5.18266781609195e-5	0	eq10400_s280	single0.2	3	10
rep07	AQ	0.9926966666666667	2.7232309195402283e-4	0	eq10400_s280	single0.2	3	10
rep08	AQ	0.99559	2.675692068965516e-4	0	eq10400_s280	single0.2	3	10
rep09	AQ	0.99657	1.0505251724137921e-4	0	eq10400_s280	single0.2	3	10
rep10	AQ	0.9922333333333333	4.941588505747126e-4	0	eq10400_s280	single0.2	3	10
rep01	W1	0.013216666666666665	0.00213717591954023	0.7333333333333333	eq10400_s280	single0.2	3	10
rep02	W1	0.023043333333333332	0.004771259781609196	0.7666666666666667	eq10400_s280	single0.2	3	10
rep03	W1	0.054073333333333334	0.015269318574712646	0.6333333333333333	eq10400_s280	single0.2	3	10
