simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep02	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep03	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep04	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep05	AQ	0.9999733333333334	2.1333333333334557e-8	0	eq10400_s3270	cons0.001	11	10
rep06	AQ	0.99998	1.1999999999992916e-8	0	eq10400_s3270	cons0.001	11	10
rep07	AQ	0.9998266666666666	9.013333333333272e-7	0	eq10400_s3270	cons0.001	11	10
rep08	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep09	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep10	AQ	1	0	0	eq10400_s3270	cons0.001	11	10
rep01	W1	6.83333333333333e-4	1.0991091954022977e-5	0.8333333333333334	eq10400_s3270	cons0.001	11	10
rep02	W1	1.9333333333333333e-4	4.902988505747126e-7	0.8666666666666667	eq10400_s3270	cons0.001	11	10
rep03	W1	3.2333333333333335e-4	4.846091954022988e-7	0.7666666666666667	eq10400_s3270	cons0.001	11	10
rep04	W1	7.000000000000001e-5	5.8724137931034486e-8	0.9	eq10400_s3270	cons0.001	11	10
rep05	W1	0.0016733333333333329	5.384133333333333e-5	0.7666666666666667	eq10400_s3270	cons0.001	11	10
rep06	W1	9.333333333333333e-5	7.719540229885057e-8	0.9	eq10400_s3270	cons0.001	11	10
rep07	W1	7.666666666666667e-5	6.460919540229885e-8	0.9	eq10400_s3270	cons0.001	11	10
rep08	W1	0.00266	9.813144827586207e-5	0.8333333333333334	eq10400_s3270	cons0.001	11	10
rep09	W1	4.799999999999997e-4	1.1575172413793078e-6	0.7333333333333333	eq10400_s3270	cons0.001	11	10
rep10	W1	1.2666666666666666e-4	8.891954022988506e-8	0.8333333333333334	eq10400_s3270	cons0.001	11	10
rep01	W2	8.333333333333333e-5	6.626436781609196e-8	0.8666666666666667	eq10400_s3270	cons0.001	11	10
rep02	W2	1.8333333333333334e-4	2.2350574712643677e-7	0.8	eq10400_s3270	cons0.001	11	10
rep03	W2	6e-5	4.8e-8	0.9333333333333333	eq10400_s3270	cons0.001	11	10
rep04	W2	3.533333333333334e-4	7.363678160919541e-7	0.7666666666666667	eq10400_s3270	cons0.001	11	10
rep05	W2	9e-5	6.506896551724139e-8	0.8666666666666667	eq10400_s3270	cons0.001	11	10
rep06	W2	5.666666666666663e-4	3.969885057471257e-6	0.7333333333333333	eq10400_s3270	cons0.001	11	10
rep07	W2	3.6666666666666666e-5	3.34367816091954e-8	0.9666666666666667	eq10400_s3270	cons0.001	11	10
rep08	W2	1.7666666666666666e-4	2.0598850574712643e-7	0.8	eq10400_s3270	cons0.001	11	10
rep09	W2	9e-5	7.33448275862069e-8	0.9	eq10400_s3270	cons0.001	11	10
rep10	W2	1.0666666666666668e-4	7.374712643678162e-8	0.8666666666666667	eq10400_s3270	cons0.001	11	10
rep01	AQ	0.9999933333333333	1.3333333333330396e-9	0	eq10400_s3270	cons0.002	11	10
rep02	AQ	1	0	0	eq10400_s3270	cons0.002	11	10
rep03	AQ	1	0	0	eq10400_s3270	cons0.002	11	10
rep04	AQ	1	0	0	eq10400_s3270	cons0.002	11	10
rep05	AQ	0.9999766666666666	1.6333333333334916e-8	0	eq10400_s3270	cons0.002	11	10
rep06	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	cons0.002	11	10
rep07	AQ	0.9998333333333334	8.333333333333348e-7	0	eq10400_s3270	cons0.002	11	10
rep08	AQ	1	0	0	eq10400_s3270	cons0.002	11	10
rep09	AQ	1	0	0	eq10400_s3270	cons0.002	11	10
rep10	AQ	1	0	0	eq10400_s3270	cons0.002	11	10
rep01	W1	0.0019466666666666664	8.057912643678158e-5	0.6666666666666666	eq10400_s3270	cons0.002	11	10
rep02	W1	0.0015266666666666664	5.66013333333333e-5	0.8	eq10400_s3270	cons0.002	11	10
rep03	W1	0.002	1.0534137931034483e-4	0.8666666666666667	eq10400_s3270	cons0.002	11	10
rep04	W1	1.3666666666666666e-4	9.136781609195402e-8	0.8	eq10400_s3270	cons0.002	11	10
