ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.001	eq10400_s280	single0.1	21	10
W1-1	W1	rep02	0.0802	eq10400_s280	single0.1	21	10
W1-1	W1	rep03	0.001	eq10400_s280	single0.1	21	10
W1-1	W1	rep04	0	eq10400_s280	single0.1	21	10
W1-1	W1	rep05	9.000000000000001e-4	eq10400_s280	single0.1	21	10
W1-1	W1	rep06	0.001	eq10400_s280	single0.1	21	10
W1-1	W1	rep07	0.0012	eq10400_s280	single0.1	21	10
W1-1	W1	rep08	0.0011	eq10400_s280	single0.1	21	10
W1-1	W1	rep09	0	eq10400_s280	single0.1	21	10
W1-1	W1	rep10	0.00249999999999999	eq10400_s280	single0.1	21	10
W1-2	W1	rep01	0.001	eq10400_s280	single0.1	21	10
W1-2	W1	rep02	0.001	eq10400_s280	single0.1	21	10
W1-2	W1	rep03	0.0016	eq10400_s280	single0.1	21	10
W1-2	W1	rep04	0.0013	eq10400_s280	single0.1	21	10
W1-2	W1	rep05	7e-4	eq10400_s280	single0.1	21	10
W1-2	W1	rep06	0.0019	eq10400_s280	single0.1	21	10
W1-2	W1	rep07	0.0021	eq10400_s280	single0.1	21	10
W1-2	W1	rep08	0.001	eq10400_s280	single0.1	21	10
W1-2	W1	rep09	0.0037	eq10400_s280	single0.1	21	10
W1-2	W1	rep10	0.08689999999999999	eq10400_s280	single0.1	21	10
W1-3	W1	rep01	0.0033	eq10400_s280	single0.1	21	10
W1-3	W1	rep02	0.0019	eq10400_s280	single0.1	21	10
W1-3	W1	rep03	6.000000000000001e-4	eq10400_s280	single0.1	21	10
W1-3	W1	rep04	0.001	eq10400_s280	single0.1	21	10
W1-3	W1	rep05	6.000000000000001e-4	eq10400_s280	single0.1	21	10
W1-3	W1	rep06	0.06200000000000001	eq10400_s280	single0.1	21	10
W1-3	W1	rep07	0	eq10400_s280	single0.1	21	10
W1-3	W1	rep08	0.0014	eq10400_s280	single0.1	21	10
W1-3	W1	rep09	0.001	eq10400_s280	single0.1	21	10
W1-3	W1	rep10	0.00459999999999999	eq10400_s280	single0.1	21	10
W1-4	W1	rep01	7e-4	eq10400_s280	single0.1	21	10
W1-4	W1	rep02	2e-4	eq10400_s280	single0.1	21	10
W1-4	W1	rep03	0.0011	eq10400_s280	single0.1	21	10
W1-4	W1	rep04	0.00509999999999999	eq10400_s280	single0.1	21	10
W1-4	W1	rep05	0.001	eq10400_s280	single0.1	21	10
W1-4	W1	rep06	0.0014	eq10400_s280	single0.1	21	10
W1-4	W1	rep07	0.0283	eq10400_s280	single0.1	21	10
W1-4	W1	rep08	9.000000000000001e-4	eq10400_s280	single0.1	21	10
W1-4	W1	rep09	0.02109999999999999	eq10400_s280	single0.1	21	10
W1-4	W1	rep10	0.001	eq10400_s280	single0.1	21	10
W1-5	W1	rep01	0.04159999999999999	eq10400_s280	single0.1	21	10
W1-5	W1	rep02	1e-4	eq10400_s280	single0.1	21	10
W1-5	W1	rep03	0.0502	eq10400_s280	single0.1	21	10
W1-5	W1	rep04	9.000000000000001e-4	eq10400_s280	single0.1	21	10
W1-5	W1	rep05	0.001	eq10400_s280	single0.1	21	10
W1-5	W1	rep06	0.00349999999999999	eq10400_s280	single0.1	21	10
W1-5	W1	rep07	0.0019	eq10400_s280	single0.1	21	10
W1-5	W1	rep08	0.0514	eq10400_s280	single0.1	21	10
W1-5	W1	rep09	0	eq10400_s280	single0.1	21	10
W1-5	W1	rep10	7e-4	eq10400_s280	single0.1	21	10
W1-6	W1	rep01	0.00279999999999999	eq10400_s280	single0.1	21	10
W1-6	W1	rep02	0.0034	eq10400_s280	single0.1	21	10
W1-6	W1	rep03	4e-4	eq10400_s280	single0.1	21	10
W1-6	W1	rep04	0.0047	eq10400_s280	single0.1	21	10
W1-6	W1	rep05	0.0015	eq10400_s280	single0.1	21	10
W1-6	W1	rep06	0.001	eq10400_s280	single0.1	21	10
W1-6	W1	rep07	0.019	eq10400_s280	single0.1	21	10
W1-6	W1	rep08	0.00219999999999999	eq10400_s280	single0.1	21	10
W1-6	W1	rep09	0	eq10400_s280	single0.1	21	10
W1-6	W1	rep10	0.04589999999999999	eq10400_s280	single0.1	21	10
W1-7	W1	rep01	0.04269999999999999	eq10400_s280	single0.1	21	10
W1-7	W1	rep02	2e-4	eq10400_s280	single0.1	21	10
W1-7	W1	rep03	0.0049	eq10400_s280	single0.1	21	10
W1-7	W1	rep04	7e-4	eq10400_s280	single0.1	21	10
W1-7	W1	rep05	0.0076	eq10400_s280	single0.1	21	10
W1-7	W1	rep06	0.0991	eq10400_s280	single0.1	21	10
