ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.0317	eq10400_s3270	single0.1	21	10
W1-1	W1	rep02	0.001	eq10400_s3270	single0.1	21	10
W1-1	W1	rep03	0	eq10400_s3270	single0.1	21	10
W1-1	W1	rep04	0.0065	eq10400_s3270	single0.1	21	10
W1-1	W1	rep05	0	eq10400_s3270	single0.1	21	10
W1-1	W1	rep06	0	eq10400_s3270	single0.1	21	10
W1-1	W1	rep07	0.0062	eq10400_s3270	single0.1	21	10
W1-1	W1	rep08	0	eq10400_s3270	single0.1	21	10
W1-1	W1	rep09	0	eq10400_s3270	single0.1	21	10
W1-1	W1	rep10	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep01	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep02	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep03	0.06570000000000001	eq10400_s3270	single0.1	21	10
W1-2	W1	rep04	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep05	0.1087	eq10400_s3270	single0.1	21	10
W1-2	W1	rep06	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep07	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep08	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep09	0	eq10400_s3270	single0.1	21	10
W1-2	W1	rep10	0.0053	eq10400_s3270	single0.1	21	10
W1-3	W1	rep01	0	eq10400_s3270	single0.1	21	10
W1-3	W1	rep02	0	eq10400_s3270	single0.1	21	10
W1-3	W1	rep03	0	eq10400_s3270	single0.1	21	10
W1-3	W1	rep04	0.0535	eq10400_s3270	single0.1	21	10
W1-3	W1	rep05	0.00259999999999999	eq10400_s3270	single0.1	21	10
W1-3	W1	rep06	0	eq10400_s3270	single0.1	21	10
W1-3	W1	rep07	0	eq10400_s3270	single0.1	21	10
W1-3	W1	rep08	0.001	eq10400_s3270	single0.1	21	10
W1-3	W1	rep09	0.0027	eq10400_s3270	single0.1	21	10
W1-3	W1	rep10	0	eq10400_s3270	single0.1	21	10
W1-4	W1	rep01	0.01939999999999999	eq10400_s3270	single0.1	21	10
W1-4	W1	rep02	0	eq10400_s3270	single0.1	21	10
W1-4	W1	rep03	0.0503	eq10400_s3270	single0.1	21	10
W1-4	W1	rep04	0	eq10400_s3270	single0.1	21	10
W1-4	W1	rep05	1e-4	eq10400_s3270	single0.1	21	10
W1-4	W1	rep06	0	eq10400_s3270	single0.1	21	10
W1-4	W1	rep07	0	eq10400_s3270	single0.1	21	10
W1-4	W1	rep08	0	eq10400_s3270	single0.1	21	10
W1-4	W1	rep09	0.03729999999999999	eq10400_s3270	single0.1	21	10
W1-4	W1	rep10	0	eq10400_s3270	single0.1	21	10
W1-5	W1	rep01	2e-4	eq10400_s3270	single0.1	21	10
W1-5	W1	rep02	0.0187	eq10400_s3270	single0.1	21	10
W1-5	W1	rep03	0	eq10400_s3270	single0.1	21	10
W1-5	W1	rep04	0	eq10400_s3270	single0.1	21	10
W1-5	W1	rep05	0	eq10400_s3270	single0.1	21	10
W1-5	W1	rep06	0	eq10400_s3270	single0.1	21	10
W1-5	W1	rep07	0.0021	eq10400_s3270	single0.1	21	10
W1-5	W1	rep08	0.03250000000000001	eq10400_s3270	single0.1	21	10
W1-5	W1	rep09	0.001	eq10400_s3270	single0.1	21	10
W1-5	W1	rep10	0.03380000000000001	eq10400_s3270	single0.1	21	10
W1-6	W1	rep01	0	eq10400_s3270	single0.1	21	10
W1-6	W1	rep02	7e-4	eq10400_s3270	single0.1	21	10
W1-6	W1	rep03	0	eq10400_s3270	single0.1	21	10
W1-6	W1	rep04	0	eq10400_s3270	single0.1	21	10
W1-6	W1	rep05	5e-4	eq10400_s3270	single0.1	21	10
W1-6	W1	rep06	0.029	eq10400_s3270	single0.1	21	10
W1-6	W1	rep07	0.016	eq10400_s3270	single0.1	21	10
W1-6	W1	rep08	0	eq10400_s3270	single0.1	21	10
W1-6	W1	rep09	0	eq10400_s3270	single0.1	21	10
W1-6	W1	rep10	0.09389999999999998	eq10400_s3270	single0.1	21	10
W1-7	W1	rep01	0	eq10400_s3270	single0.1	21	10
W1-7	W1	rep02	0.001	eq10400_s3270	single0.1	21	10
W1-7	W1	rep03	0.0018	eq10400_s3270	single0.1	21	10
W1-7	W1	rep04	0.01309999999999999	eq10400_s3270	single0.1	21	10
W1-7	W1	rep05	0	eq10400_s3270	single0.1	21	10
W1-7	W1	rep06	0.001	eq10400_s3270	single0.1	21	10
W1-7	W1	rep07	0	eq10400_s3270	single0.1	21	10
W1-7	W1	rep08	0	eq10400_s3270	single0.1	21	10
W1-7	W1	rep09	0	eq10400_s3270	single0.1	21	10
W1-7	W1	rep10	0	eq10400_s3270	single0.1	21	10
W1-8	W1	rep01	4e-4	eq10400_s3270	single0.1	21	10
W1-8	W1	rep02	0.04549999999999999	eq10400_s3270	single0.1	21	10
W1-8	W1	rep03	0.0079	eq10400_s3270	single0.1	21	10
W1-8	W1	rep04	0	eq10400_s3270	single0.1	21	10
W1-8	W1	rep05	0	eq10400_s3270	single0.1	21	10
W1-8	W1	rep06	2e-4	eq10400_s3270	single0.1	21	10
W1-8	W1	rep07	0	eq10400_s3270	single0.1	21	10
W1-8	W1	rep08	0	eq10400_s3270	single0.1	21	10
W1-8	W1	rep09	0	eq10400_s3270	single0.1	21	10
W1-8	W1	rep10	0	eq10400_s3270	single0.1	21	10
W1-9	W1	rep01	0	eq10400_s3270	single0.1	21	10
W1-9	W1	rep02	0	eq10400_s3270	single0.1	21	10
W1-9	W1	rep03	0.001	eq10400_s3270	single0.1	21	10
W1-9	W1	rep04	0.00539999999999999	eq10400_s3270	single0.1	21	10
W1-9	W1	rep05	0	eq10400_s3270	single0.1	21	10
W1-9	W1	rep06	0.0015	eq10400_s3270	single0.1	21	10
W1-9	W1	rep07	0.0077	eq10400_s3270	single0.1	21	10
W1-9	W1	rep08	0.0291	eq10400_s3270	single0.1	21	10
W1-9	W1	rep09	0.015	eq10400_s3270	single0.1	21	10
W1-9	W1	rep10	0.0044	eq10400_s3270	single0.1	21	10
