ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep02	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep03	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep04	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep05	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep06	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep07	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep08	0	eq10400_s3270	single0.1	11	10
W1-1	W1	rep09	7e-4	eq10400_s3270	single0.1	11	10
W1-1	W1	rep10	3.0000000000000003e-4	eq10400_s3270	single0.1	11	10
W1-2	W1	rep01	0	eq10400_s3270	single0.1	11	10
W1-2	W1	rep02	0.107	eq10400_s3270	single0.1	11	10
W1-2	W1	rep03	0	eq10400_s3270	single0.1	11	10
W1-2	W1	rep04	0.0355	eq10400_s3270	single0.1	11	10
W1-2	W1	rep05	0	eq10400_s3270	single0.1	11	10
W1-2	W1	rep06	0	eq10400_s3270	single0.1	11	10
W1-2	W1	rep07	0	eq10400_s3270	single0.1	11	10
W1-2	W1	rep08	5e-4	eq10400_s3270	single0.1	11	10
W1-2	W1	rep09	4e-4	eq10400_s3270	single0.1	11	10
W1-2	W1	rep10	6.000000000000001e-4	eq10400_s3270	single0.1	11	10
W1-3	W1	rep01	0.04919999999999999	eq10400_s3270	single0.1	11	10
W1-3	W1	rep02	0	eq10400_s3270	single0.1	11	10
W1-3	W1	rep03	0	eq10400_s3270	single0.1	11	10
W1-3	W1	rep04	0	eq10400_s3270	single0.1	11	10
W1-3	W1	rep05	0.001	eq10400_s3270	single0.1	11	10
W1-3	W1	rep06	0.001	eq10400_s3270	single0.1	11	10
W1-3	W1	rep07	0.0014	eq10400_s3270	single0.1	11	10
W1-3	W1	rep08	0	eq10400_s3270	single0.1	11	10
W1-3	W1	rep09	4e-4	eq10400_s3270	single0.1	11	10
W1-3	W1	rep10	0.04909999999999999	eq10400_s3270	single0.1	11	10
W1-4	W1	rep01	0	eq10400_s3270	single0.1	11	10
W1-4	W1	rep02	0	eq10400_s3270	single0.1	11	10
W1-4	W1	rep03	0	eq10400_s3270	single0.1	11	10
W1-4	W1	rep04	0.0127	eq10400_s3270	single0.1	11	10
W1-4	W1	rep05	0.001	eq10400_s3270	single0.1	11	10
W1-4	W1	rep06	0	eq10400_s3270	single0.1	11	10
W1-4	W1	rep07	0.01369999999999999	eq10400_s3270	single0.1	11	10
