ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.004	eq10400_s280	single0.1	3	10
W1-1	W1	rep02	0.00279999999999999	eq10400_s280	single0.1	3	10
W1-1	W1	rep03	0.001	eq10400_s280	single0.1	3	10
W1-1	W1	rep04	3.0000000000000003e-4	eq10400_s280	single0.1	3	10
W1-1	W1	rep05	9.000000000000001e-4	eq10400_s280	single0.1	3	10
W1-1	W1	rep06	0.001	eq10400_s280	single0.1	3	10
W1-1	W1	rep07	0.001	eq10400_s280	single0.1	3	10
W1-1	W1	rep08	0.0052	eq10400_s280	single0.1	3	10
W1-1	W1	rep09	0.0014	eq10400_s280	single0.1	3	10
W1-1	W1	rep10	0.004	eq10400_s280	single0.1	3	10
W1-2	W1	rep01	0.0011	eq10400_s280	single0.1	3	10
W1-2	W1	rep02	9.000000000000001e-4	eq10400_s280	single0.1	3	10
W1-2	W1	rep03	0.0034	eq10400_s280	single0.1	3	10
W1-2	W1	rep04	8e-4	eq10400_s280	single0.1	3	10
W1-2	W1	rep05	0.001	eq10400_s280	single0.1	3	10
W1-2	W1	rep06	0.0096	eq10400_s280	single0.1	3	10
W1-2	W1	rep07	0	eq10400_s280	single0.1	3	10
W1-2	W1	rep08	0.001	eq10400_s280	single0.1	3	10
W1-2	W1	rep09	0.0021	eq10400_s280	single0.1	3	10
W1-2	W1	rep10	0.0043	eq10400_s280	single0.1	3	10
W1-3	W1	rep01	0.1342	eq10400_s280	single0.1	3	10
W1-3	W1	rep02	0.00439999999999999	eq10400_s280	single0.1	3	10
W1-3	W1	rep03	5e-4	eq10400_s280	single0.1	3	10
W1-3	W1	rep04	5e-4	eq10400_s280	single0.1	3	10
W1-3	W1	rep05	0	eq10400_s280	single0.1	3	10
W1-3	W1	rep06	0.0148	eq10400_s280	single0.1	3	10
W1-3	W1	rep07	0.0016	eq10400_s280	single0.1	3	10
W1-3	W1	rep08	0	eq10400_s280	single0.1	3	10
W1-3	W1	rep09	0.0739	eq10400_s280	single0.1	3	10
W1-3	W1	rep10	0.0036	eq10400_s280	single0.1	3	10
W1-4	W1	rep01	0.001	eq10400_s280	single0.1	3	10
W1-4	W1	rep02	0.00249999999999999	eq10400_s280	single0.1	3	10
W1-4	W1	rep03	0.00309999999999999	eq10400_s280	single0.1	3	10
W1-4	W1	rep04	0.0052	eq10400_s280	single0.1	3	10
W1-4	W1	rep05	8e-4	eq10400_s280	single0.1	3	10
W1-4	W1	rep06	0.002	eq10400_s280	single0.1	3	10
W1-4	W1	rep07	0.001	eq10400_s280	single0.1	3	10
W1-4	W1	rep08	0.0012	eq10400_s280	single0.1	3	10
W1-4	W1	rep09	0.0014	eq10400_s280	single0.1	3	10
W1-4	W1	rep10	9.000000000000001e-4	eq10400_s280	single0.1	3	10
W1-5	W1	rep01	0.0015	eq10400_s280	single0.1	3	10
W1-5	W1	rep02	0.1858	eq10400_s280	single0.1	3	10
W1-5	W1	rep03	0.0094	eq10400_s280	single0.1	3	10
W1-5	W1	rep04	0.00969999999999999	eq10400_s280	single0.1	3	10
W1-5	W1	rep05	0.0191	eq10400_s280	single0.1	3	10
W1-5	W1	rep06	0.3318	eq10400_s280	single0.1	3	10
W1-5	W1	rep07	9.000000000000001e-4	eq10400_s280	single0.1	3	10
W1-5	W1	rep08	0.00469999999999999	eq10400_s280	single0.1	3	10
W1-5	W1	rep09	0.005	eq10400_s280	single0.1	3	10
W1-5	W1	rep10	0.001	eq10400_s280	single0.1	3	10
W1-6	W1	rep01	0.0011	eq10400_s280	single0.1	3	10
W1-6	W1	rep02	0.06260000000000002	eq10400_s280	single0.1	3	10
