ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.0012	eq10400_s280	single0.1	1	10
W1-1	W1	rep02	0.0223	eq10400_s280	single0.1	1	10
W1-1	W1	rep03	8e-4	eq10400_s280	single0.1	1	10
W1-1	W1	rep04	0.0012	eq10400_s280	single0.1	1	10
W1-1	W1	rep05	0.0026	eq10400_s280	single0.1	1	10
W1-1	W1	rep06	5e-4	eq10400_s280	single0.1	1	10
W1-1	W1	rep07	0.0191	eq10400_s280	single0.1	1	10
W1-1	W1	rep08	4e-4	eq10400_s280	single0.1	1	10
W1-1	W1	rep09	9.000000000000001e-4	eq10400_s280	single0.1	1	10
W1-1	W1	rep10	0.0086	eq10400_s280	single0.1	1	10
W1-2	W1	rep01	8e-4	eq10400_s280	single0.1	1	10
W1-2	W1	rep02	0.0021	eq10400_s280	single0.1	1	10
W1-2	W1	rep03	8e-4	eq10400_s280	single0.1	1	10
W1-2	W1	rep04	0.0015	eq10400_s280	single0.1	1	10
W1-2	W1	rep05	0.001	eq10400_s280	single0.1	1	10
W1-2	W1	rep06	0.02849999999999999	eq10400_s280	single0.1	1	10
W1-2	W1	rep07	9.000000000000001e-4	eq10400_s280	single0.1	1	10
W1-2	W1	rep08	1	eq10400_s280	single0.1	1	10
W1-2	W1	rep09	0.0049	eq10400_s280	single0.1	1	10
W1-2	W1	rep10	6.000000000000001e-4	eq10400_s280	single0.1	1	10
W1-3	W1	rep01	0.001	eq10400_s280	single0.1	1	10
W1-3	W1	rep02	0.002	eq10400_s280	single0.1	1	10
W1-3	W1	rep03	0.00109999999999999	eq10400_s280	single0.1	1	10
W1-3	W1	rep04	3.0000000000000003e-4	eq10400_s280	single0.1	1	10
W1-3	W1	rep05	0.00309999999999999	eq10400_s280	single0.1	1	10
W1-3	W1	rep06	0	eq10400_s280	single0.1	1	10
W1-3	W1	rep07	0.0016	eq10400_s280	single0.1	1	10
W1-3	W1	rep08	0.0017	eq10400_s280	single0.1	1	10
W1-3	W1	rep09	2e-4	eq10400_s280	single0.1	1	10
W1-3	W1	rep10	0.00219999999999999	eq10400_s280	single0.1	1	10
W1-4	W1	rep01	0	eq10400_s280	single0.1	1	10
W1-4	W1	rep02	0.001	eq10400_s280	single0.1	1	10
W1-4	W1	rep03	0.001	eq10400_s280	single0.1	1	10
W1-4	W1	rep04	0.001	eq10400_s280	single0.1	1	10
W1-4	W1	rep05	7e-4	eq10400_s280	single0.1	1	10
W1-4	W1	rep06	0.001	eq10400_s280	single0.1	1	10
W1-4	W1	rep07	4e-4	eq10400_s280	single0.1	1	10
W1-4	W1	rep08	0.002	eq10400_s280	single0.1	1	10
W1-4	W1	rep09	0.0021	eq10400_s280	single0.1	1	10
W1-4	W1	rep10	0.001	eq10400_s280	single0.1	1	10
W1-5	W1	rep01	0.0013	eq10400_s280	single0.1	1	10
W1-5	W1	rep02	0	eq10400_s280	single0.1	1	10
W1-5	W1	rep03	0.0015	eq10400_s280	single0.1	1	10
W1-5	W1	rep04	0.01899999999999999	eq10400_s280	single0.1	1	10
W1-5	W1	rep05	0.1163	eq10400_s280	single0.1	1	10
W1-5	W1	rep06	0.001	eq10400_s280	single0.1	1	10
W1-5	W1	rep07	6.000000000000001e-4	eq10400_s280	single0.1	1	10
W1-5	W1	rep08	0.001	eq10400_s280	single0.1	1	10
W1-5	W1	rep09	1e-4	eq10400_s280	single0.1	1	10
W1-5	W1	rep10	8e-4	eq10400_s280	single0.1	1	10
W1-6	W1	rep01	0.0067	eq10400_s280	single0.1	1	10
W1-6	W1	rep02	0.001	eq10400_s280	single0.1	1	10
W1-6	W1	rep03	0.0793	eq10400_s280	single0.1	1	10
W1-6	W1	rep04	5e-4	eq10400_s280	single0.1	1	10
W1-6	W1	rep05	7e-4	eq10400_s280	single0.1	1	10
W1-6	W1	rep06	0.0011	eq10400_s280	single0.1	1	10
W1-6	W1	rep07	0.0036	eq10400_s280	single0.1	1	10
W1-6	W1	rep08	7e-4	eq10400_s280	single0.1	1	10
W1-6	W1	rep09	0.001	eq10400_s280	single0.1	1	10
W1-6	W1	rep10	0.0012	eq10400_s280	single0.1	1	10
W1-7	W1	rep01	9.000000000000001e-4	eq10400_s280	single0.1	1	10
W1-7	W1	rep02	1e-4	eq10400_s280	single0.1	1	10
W1-7	W1	rep03	0.001	eq10400_s280	single0.1	1	10
W1-7	W1	rep04	0	eq10400_s280	single0.1	1	10
W1-7	W1	rep05	0.0012	eq10400_s280	single0.1	1	10
W1-7	W1	rep06	0.00529999999999999	eq10400_s280	single0.1	1	10
W1-7	W1	rep07	0.00339999999999999	eq10400_s280	single0.1	1	10
W1-7	W1	rep08	9.000000000000001e-4	eq10400_s280	single0.1	1	10
W1-7	W1	rep09	2e-4	eq10400_s280	single0.1	1	10
W1-7	W1	rep10	0.0026	eq10400_s280	single0.1	1	10
W1-8	W1	rep01	0.0013	eq10400_s280	single0.1	1	10
W1-8	W1	rep02	0.001	eq10400_s280	single0.1	1	10
W1-8	W1	rep03	0.001	eq10400_s280	single0.1	1	10
W1-8	W1	rep04	0.00249999999999999	eq10400_s280	single0.1	1	10
W1-8	W1	rep05	0.001	eq10400_s280	single0.1	1	10
W1-8	W1	rep06	0.001	eq10400_s280	single0.1	1	10
W1-8	W1	rep07	0.001	eq10400_s280	single0.1	1	10
W1-8	W1	rep08	0.001	eq10400_s280	single0.1	1	10
W1-8	W1	rep09	0.00109999999999999	eq10400_s280	single0.1	1	10
W1-8	W1	rep10	1e-4	eq10400_s280	single0.1	1	10
W1-9	W1	rep01	0.0021	eq10400_s280	single0.1	1	10
W1-9	W1	rep02	0.0012	eq10400_s280	single0.1	1	10
