ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.001	eq10400_s280	single0.1	6	10
W1-1	W1	rep02	9.000000000000001e-4	eq10400_s280	single0.1	6	10
W1-1	W1	rep03	0.06670000000000001	eq10400_s280	single0.1	6	10
W1-1	W1	rep04	0.2021	eq10400_s280	single0.1	6	10
W1-1	W1	rep05	0.0036	eq10400_s280	single0.1	6	10
W1-1	W1	rep06	0.002	eq10400_s280	single0.1	6	10
W1-1	W1	rep07	0.001	eq10400_s280	single0.1	6	10
W1-1	W1	rep08	0.0021	eq10400_s280	single0.1	6	10
W1-1	W1	rep09	0.002	eq10400_s280	single0.1	6	10
W1-1	W1	rep10	0.001	eq10400_s280	single0.1	6	10
W1-2	W1	rep01	0.0173	eq10400_s280	single0.1	6	10
W1-2	W1	rep02	4e-4	eq10400_s280	single0.1	6	10
W1-2	W1	rep03	0.0012	eq10400_s280	single0.1	6	10
W1-2	W1	rep04	0.001	eq10400_s280	single0.1	6	10
W1-2	W1	rep05	0.0079	eq10400_s280	single0.1	6	10
W1-2	W1	rep06	9.000000000000001e-4	eq10400_s280	single0.1	6	10
W1-2	W1	rep07	0.04079999999999999	eq10400_s280	single0.1	6	10
W1-2	W1	rep08	0.0138	eq10400_s280	single0.1	6	10
W1-2	W1	rep09	2e-4	eq10400_s280	single0.1	6	10
W1-2	W1	rep10	9.000000000000001e-4	eq10400_s280	single0.1	6	10
W1-3	W1	rep01	0.001	eq10400_s280	single0.1	6	10
W1-3	W1	rep02	0.02729999999999999	eq10400_s280	single0.1	6	10
W1-3	W1	rep03	0.0017	eq10400_s280	single0.1	6	10
W1-3	W1	rep04	0.001	eq10400_s280	single0.1	6	10
W1-3	W1	rep05	3.0000000000000003e-4	eq10400_s280	single0.1	6	10
W1-3	W1	rep06	0.001	eq10400_s280	single0.1	6	10
W1-3	W1	rep07	8e-4	eq10400_s280	single0.1	6	10
