simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9999933333333333	1.3333333333330396e-9	0	eq10400_s3270	single0.1	6	10
rep02	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep03	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep04	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep05	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep06	AQ	0.9999733333333334	2.1333333333334557e-8	0	eq10400_s3270	single0.1	6	10
rep07	AQ	0.99996	4.799999999999831e-8	0	eq10400_s3270	single0.1	6	10
rep08	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep09	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep10	AQ	1	0	0	eq10400_s3270	single0.1	6	10
rep01	W1	0.010296666666666666	7.170355057471263e-4	0.6333333333333333	eq10400_s3270	single0.1	6	10
rep02	W1	9.9e-4	2.4560931034482757e-5	0.8666666666666667	eq10400_s3270	single0.1	6	10
rep03	W1	0.008316666666666667	5.354690229885057e-4	0.7	eq10400_s3270	single0.1	6	10
rep04	W1	0.012283333333333332	4.4864212643678153e-4	0.5666666666666667	eq10400_s3270	single0.1	6	10
rep05	W1	0.004753333333333332	3.282446436781607e-4	0.7333333333333333	eq10400_s3270	single0.1	6	10
rep06	W1	0.008416666666666664	6.526917816091952e-4	0.8333333333333334	eq10400_s3270	single0.1	6	10
rep07	W1	0.012169999999999999	0.0014160097586206895	0.7333333333333333	eq10400_s3270	single0.1	6	10
rep08	W1	0.013663333333333331	9.034203333333331e-4	0.6	eq10400_s3270	single0.1	6	10
rep09	W1	0.014023333333333334	0.0023020411609195406	0.7	eq10400_s3270	single0.1	6	10
rep10	W1	0.015786666666666664	6.503577471264367e-4	0.6	eq10400_s3270	single0.1	6	10
rep01	W2	1.1333333333333334e-4	8.464367816091954e-8	0.8666666666666667	eq10400_s3270	single0.1	6	10
rep02	W2	1e-4	7.517241379310345e-8	0.8666666666666667	eq10400_s3270	single0.1	6	10
rep03	W2	1.6666666666666666e-4	8.436781609195403e-8	0.7666666666666667	eq10400_s3270	single0.1	6	10
rep04	W2	1.7666666666666666e-4	1.494367816091954e-7	0.8333333333333334	eq10400_s3270	single0.1	6	10
rep05	W2	6.766666666666663e-4	3.6887471264367776e-6	0.7333333333333333	eq10400_s3270	single0.1	6	10
rep06	W2	1.6e-4	1.0110344827586207e-7	0.8	eq10400_s3270	single0.1	6	10
rep07	W2	1.9e-4	2.905862068965517e-7	0.9	eq10400_s3270	single0.1	6	10
rep08	W2	2.3666666666666668e-4	3.734367816091954e-7	0.8333333333333334	eq10400_s3270	single0.1	6	10
rep09	W2	7.1e-4	8.833344827586207e-6	0.8333333333333334	eq10400_s3270	single0.1	6	10
rep10	W2	8.666666666666667e-5	5.636781609195403e-8	0.9	eq10400_s3270	single0.1	6	10
rep01	AQ	0.9999833333333333	8.333333333331497e-9	0	eq10400_s3270	single0.2	6	10
rep02	AQ	1	0	0	eq10400_s3270	single0.2	6	10
rep03	AQ	1	0	0	eq10400_s3270	single0.2	6	10
rep04	AQ	1	0	0	eq10400_s3270	single0.2	6	10
rep05	AQ	1	0	0	eq10400_s3270	single0.2	6	10
rep06	AQ	0.9999833333333333	8.333333333331497e-9	0	eq10400_s3270	single0.2	6	10
rep07	AQ	0.9999533333333334	6.53333333333293e-8	0	eq10400_s3270	single0.2	6	10
rep08	AQ	1	0	0	eq10400_s3270	single0.2	6	10
