simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9875033333333333	5.861355057471273e-4	0	eq10400_s280	cons0.001	6	10
rep02	AQ	0.9941066666666667	3.8358754022988395e-4	0	eq10400_s280	cons0.001	6	10
rep03	AQ	0.99238	4.8543337931034535e-4	0	eq10400_s280	cons0.001	6	10
rep04	AQ	0.99723	8.137734482758609e-5	0	eq10400_s280	cons0.001	6	10
rep05	AQ	0.9957066666666666	1.0890133333333346e-4	0	eq10400_s280	cons0.001	6	10
rep06	AQ	0.9959166666666667	1.6726281609195386e-4	0	eq10400_s280	cons0.001	6	10
rep07	AQ	0.994	6.631186206896565e-4	0	eq10400_s280	cons0.001	6	10
rep08	AQ	0.9846666666666667	0.001053774712643678	0	eq10400_s280	cons0.001	6	10
rep09	AQ	0.9932533333333333	3.9257222988505755e-4	0	eq10400_s280	cons0.001	6	10
rep10	AQ	0.9918866666666667	5.253963678160925e-4	0	eq10400_s280	cons0.001	6	10
rep01	W1	0.011319999999999998	0.0019758044137931034	0.8666666666666667	eq10400_s280	cons0.001	6	10
rep02	W1	0.0035399999999999993	4.930593103448273e-5	0.8666666666666667	eq10400_s280	cons0.001	6	10
rep03	W1	0.010196666666666666	5.949706781609197e-4	0.8	eq10400_s280	cons0.001	6	10
rep04	W1	0.004989999999999998	6.495679310344826e-5	0.8333333333333334	eq10400_s280	cons0.001	6	10
rep05	W1	0.017916666666666668	0.002028259367816092	0.7666666666666667	eq10400_s280	cons0.001	6	10
rep06	W1	0.0029799999999999996	1.658924137931034e-5	0.8666666666666667	eq10400_s280	cons0.001	6	10
rep07	W1	0.002619999999999999	1.5791310344827584e-5	0.9333333333333333	eq10400_s280	cons0.001	6	10
rep08	W1	0.010939999999999997	5.570342068965515e-4	0.7666666666666667	eq10400_s280	cons0.001	6	10
rep09	W1	0.005856666666666665	2.5282047126436776e-4	0.8666666666666667	eq10400_s280	cons0.001	6	10
rep10	W1	0.004353333333333332	9.072878160919538e-5	0.9333333333333333	eq10400_s280	cons0.001	6	10
rep01	W2	0.004733333333333332	6.994160919540232e-5	0.8333333333333334	eq10400_s280	cons0.001	6	10
rep02	W2	0.0037899999999999987	7.181955172413792e-5	0.8666666666666667	eq10400_s280	cons0.001	6	10
rep03	W2	0.007899999999999999	2.906544827586206e-4	0.8	eq10400_s280	cons0.001	6	10
rep04	W2	0.002746666666666666	4.612257471264367e-5	0.9333333333333333	eq10400_s280	cons0.001	6	10
rep05	W2	0.003389999999999998	3.8601620689655155e-5	0.8333333333333334	eq10400_s280	cons0.001	6	10
rep06	W2	0.007063333333333333	4.3914929885057466e-4	0.8333333333333334	eq10400_s280	cons0.001	6	10
rep07	W2	0.005243333333333332	7.41618505747126e-5	0.8	eq10400_s280	cons0.001	6	10
rep08	W2	0.015463333333333332	9.534596436781608e-4	0.7	eq10400_s280	cons0.001	6	10
rep09	W2	0.009306666666666664	3.009420229885056e-4	0.6666666666666666	eq10400_s280	cons0.001	6	10
rep10	W2	0.006756666666666664	1.862190919540229e-4	0.8	eq10400_s280	cons0.001	6	10
rep01	AQ	0.9870333333333333	6.413898850574716e-4	0	eq10400_s280	cons0.002	6	10
rep02	AQ	0.9938233333333333	4.042397816091961e-4	0	eq10400_s280	cons0.002	6	10
rep03	AQ	0.9921066666666667	5.568316781609201e-4	0	eq10400_s280	cons0.002	6	10
rep04	AQ	0.9964500000000001	1.466812068965511e-4	0	eq10400_s280	cons0.002	6	10
rep05	AQ	0.99623	7.87649310344832e-5	0	eq10400_s280	cons0.002	6	10
rep06	AQ	0.9962966666666667	1.2114791954022936e-4	0	eq10400_s280	cons0.002	6	10
rep07	AQ	0.9942	5.882503448275851e-4	0	eq10400_s280	cons0.002	6	10
rep08	AQ	0.9849766666666666	0.0010406963333333338	0	eq10400_s280	cons0.002	6	10
rep09	AQ	0.99372	4.153299310344814e-4	0	eq10400_s280	cons0.002	6	10
rep10	AQ	0.9924766666666667	4.957315057471256e-4	0	eq10400_s280	cons0.002	6	10
rep01	W1	0.0031866666666666658	7.694464367816088e-5	0.9666666666666667	eq10400_s280	cons0.002	6	10
rep02	W1	0.010016666666666667	8.629690229885058e-4	0.8333333333333334	eq10400_s280	cons0.002	6	10
rep03	W1	0.005313333333333332	1.5060602298850575e-4	0.8666666666666667	eq10400_s280	cons0.002	6	10
rep04	W1	0.013496666666666665	0.001183974816091954	0.7666666666666667	eq10400_s280	cons0.002	6	10
rep05	W1	0.0023999999999999985	1.5021379310344826e-5	0.9	eq10400_s280	cons0.002	6	10
rep06	W1	0.00315	1.6967413793103446e-5	0.8333333333333334	eq10400_s280	cons0.002	6	10
rep07	W1	0.002966666666666666	3.017471264367814e-5	0.9	eq10400_s280	cons0.002	6	10
rep08	W1	0.008576666666666665	5.303584022988506e-4	0.8	eq10400_s280	cons0.002	6	10
rep09	W1	0.010556666666666666	5.164418505747125e-4	0.7666666666666667	eq10400_s280	cons0.002	6	10
rep10	W1	0.003956666666666666	5.509495402298849e-5	0.8333333333333334	eq10400_s280	cons0.002	6	10
rep01	W2	0.0033966666666666655	2.6492747126436757e-5	0.8666666666666667	eq10400_s280	cons0.002	6	10
rep02	W2	0.007826666666666666	2.119951264367816e-4	0.7333333333333333	eq10400_s280	cons0.002	6	10
rep03	W2	0.012286666666666664	5.00688091954023e-4	0.7333333333333333	eq10400_s280	cons0.002	6	10
rep04	W2	0.0034366666666666656	1.1398171264367819e-4	0.9666666666666667	eq10400_s280	cons0.002	6	10
rep05	W2	0.003496666666666666	5.360309195402301e-5	0.8666666666666667	eq10400_s280	cons0.002	6	10
rep06	W2	0.0094333333333333335	5.766871264367816e-4	0.8	eq10400_s280	cons0.002	6	10
rep07	W2	0.004603333333333332	5.586929885057469e-5	0.8333333333333334	eq10400_s280	cons0.002	6	10
rep08	W2	0.010466666666666666	4.1644505747126433e-4	0.7666666666666667	eq10400_s280	cons0.002	6	10
rep09	W2	0.0057066666666666654	1.5789788505747135e-4	0.8333333333333334	eq10400_s280	cons0.002	6	10
rep10	W2	0.006123333333333333	2.0388254022988514e-4	0.8666666666666667	eq10400_s280	cons0.002	6	10
rep01	AQ	0.9894133333333334	5.101101609195403e-4	0	eq10400_s280	cons0.005	6	10
rep02	AQ	0.9938033333333334	4.1359205747126403e-4	0	eq10400_s280	cons0.005	6	10
rep03	AQ	0.9923033333333333	5.364424022988503e-4	0	eq10400_s280	cons0.005	6	10
rep04	AQ	0.9971966666666666	8.961757471264373e-5	0	eq10400_s280	cons0.005	6	10
rep05	AQ	0.9954433333333333	1.4916116091953963e-4	0	eq10400_s280	cons0.005	6	10
rep06	AQ	0.9963966666666667	9.088791954022993e-5	0	eq10400_s280	cons0.005	6	10
rep07	AQ	0.9945	5.537117241379307e-4	0	eq10400_s280	cons0.005	6	10
rep08	AQ	0.9847	0.0011032048275862068	0	eq10400_s280	cons0.005	6	10
rep09	AQ	0.9936566666666666	4.53290126436781e-4	0	eq10400_s280	cons0.005	6	10
rep10	AQ	0.99176	5.269873103448271e-4	0	eq10400_s280	cons0.005	6	10
rep01	W1	0.006099999999999999	2.9384689655172403e-4	0.9	eq10400_s280	cons0.005	6	10
rep02	W1	0.004166666666666664	7.897816091954019e-5	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep03	W1	0.008159999999999999	2.3040110344827583e-4	0.7333333333333333	eq10400_s280	cons0.005	6	10
rep04	W1	0.0032399999999999994	2.4045241379310336e-5	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep05	W1	0.004109999999999997	6.379334482758617e-5	0.8	eq10400_s280	cons0.005	6	10
rep06	W1	0.005513333333333333	2.6259498850574704e-4	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep07	W1	0.0022166666666666663	1.4009712643678148e-5	0.9666666666666667	eq10400_s280	cons0.005	6	10
rep08	W1	0.007786666666666666	3.0581154022988504e-4	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep09	W1	0.0016499999999999993	2.5087931034482736e-6	0.9666666666666667	eq10400_s280	cons0.005	6	10
rep10	W1	0.003936666666666666	8.354654022988501e-5	0.8666666666666667	eq10400_s280	cons0.005	6	10
rep01	W2	0.005976666666666667	1.5681081609195406e-4	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep02	W2	0.0051833333333333315	1.3648902298850566e-4	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep03	W2	0.008153333333333332	2.9998464367816084e-4	0.7666666666666667	eq10400_s280	cons0.005	6	10
rep04	W2	0.0030966666666666655	6.971412643678157e-5	0.9	eq10400_s280	cons0.005	6	10
rep05	W2	0.0030333333333333315	2.164988505747124e-5	0.8666666666666667	eq10400_s280	cons0.005	6	10
rep06	W2	0.008119999999999999	5.182016551724139e-4	0.8	eq10400_s280	cons0.005	6	10
rep07	W2	0.004249999999999999	3.103017241379308e-5	0.7333333333333333	eq10400_s280	cons0.005	6	10
rep08	W2	0.015139999999999999	7.609686896551723e-4	0.7	eq10400_s280	cons0.005	6	10
rep09	W2	0.005913333333333332	2.3464878160919531e-4	0.8333333333333334	eq10400_s280	cons0.005	6	10
rep10	W2	0.003549999999999999	9.277844827586204e-5	0.9333333333333333	eq10400_s280	cons0.005	6	10
rep01	AQ	0.98659	7.37076793103448e-4	0	eq10400_s280	cons0.01	6	10
rep02	AQ	0.9945266666666667	4.167730574712651e-4	0	eq10400_s280	cons0.01	6	10
rep03	AQ	0.9919	5.423868965517247e-4	0	eq10400_s280	cons0.01	6	10
rep04	AQ	0.99671	1.1275610344827577e-4	0	eq10400_s280	cons0.01	6	10
rep05	AQ	0.9955733333333333	1.1200547126436772e-4	0	eq10400_s280	cons0.01	6	10
rep06	AQ	0.99565	1.7681913793103456e-4	0	eq10400_s280	cons0.01	6	10
rep07	AQ	0.9938566666666667	6.792232298850573e-4	0	eq10400_s280	cons0.01	6	10
rep08	AQ	0.9848866666666667	0.0010342832643678152	0	eq10400_s280	cons0.01	6	10
rep09	AQ	0.9936866666666667	4.2880947126436845e-4	0	eq10400_s280	cons0.01	6	10
rep10	AQ	0.9918633333333333	5.454858505747109e-4	0	eq10400_s280	cons0.01	6	10
rep01	W1	0.007826666666666666	6.736489195402298e-4	0.8666666666666667	eq10400_s280	cons0.01	6	10
rep02	W1	0.03633666666666666	0.033169343091954025	0.9	eq10400_s280	cons0.01	6	10
rep03	W1	0.008676666666666664	3.8449564367816085e-4	0.7333333333333333	eq10400_s280	cons0.01	6	10
rep04	W1	0.021836666666666667	0.007165844471264369	0.8333333333333334	eq10400_s280	cons0.01	6	10
rep05	W1	0.0053733333333333315	2.8527029885057456e-4	0.9333333333333333	eq10400_s280	cons0.01	6	10
rep06	W1	0.006996666666666666	3.634355057471265e-4	0.8333333333333334	eq10400_s280	cons0.01	6	10
rep07	W1	0.003439999999999999	8.849351724137927e-5	0.9	eq10400_s280	cons0.01	6	10
rep08	W1	0.008819999999999998	3.6182579310344823e-4	0.7666666666666667	eq10400_s280	cons0.01	6	10
rep09	W1	0.010796666666666666	0.0014896444712643676	0.8333333333333334	eq10400_s280	cons0.01	6	10
rep10	W1	0.0033233333333333322	3.818874712643676e-5	0.9	eq10400_s280	cons0.01	6	10
rep01	W2	0.00322	1.962993103448276e-5	0.8333333333333334	eq10400_s280	cons0.01	6	10
rep02	W2	0.003206666666666665	4.734478160919539e-5	0.9	eq10400_s280	cons0.01	6	10
rep03	W2	0.007789999999999998	2.622726551724137e-4	0.7666666666666667	eq10400_s280	cons0.01	6	10
