simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9999933333333333	1.3333333333330396e-9	0	eq10400_s3270	single0.1	1	10
rep02	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep03	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep04	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep05	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep06	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single0.1	1	10
rep07	AQ	0.9999633333333333	4.033333333333259e-8	0	eq10400_s3270	single0.1	1	10
rep08	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep09	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep10	AQ	1	0	0	eq10400_s3270	single0.1	1	10
rep01	W1	3.566666666666663e-4	1.3956436781609156e-6	0.8666666666666667	eq10400_s3270	single0.1	1	10
rep02	W1	1.6e-4	1.3903448275862068e-7	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep03	W1	0.03351666666666667	0.03332082281609195	0.7666666666666667	eq10400_s3270	single0.1	1	10
rep04	W1	1.9e-4	1.5748275862068965e-7	0.8	eq10400_s3270	single0.1	1	10
rep05	W1	0.03341333333333334	0.033327862574712645	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep06	W1	2.8666666666666635e-4	6.411954022988487e-7	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep07	W1	7.333333333333333e-5	4.960919540229885e-8	0.9	eq10400_s3270	single0.1	1	10
rep08	W1	7.333333333333333e-5	7.51264367816092e-8	0.9333333333333333	eq10400_s3270	single0.1	1	10
rep09	W1	2.3e-4	4.0079310344827584e-7	0.8666666666666667	eq10400_s3270	single0.1	1	10
rep10	W1	0.033446666666666666	0.03332559843678161	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep01	W2	1.3000000000000002e-4	9.80344827586207e-8	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep02	W2	1.6333333333333334e-4	3.651609195402299e-7	0.8666666666666667	eq10400_s3270	single0.1	1	10
rep03	W2	1.3333333333333334e-4	1.6298850574712643e-7	0.9	eq10400_s3270	single0.1	1	10
rep04	W2	1.4333333333333334e-4	1.204712643678161e-7	0.8666666666666667	eq10400_s3270	single0.1	1	10
rep05	W2	4.0666666666666667e-4	1.275816091954023e-6	0.8	eq10400_s3270	single0.1	1	10
rep06	W2	2.1666666666666668e-4	1.5522988505747127e-7	0.7666666666666667	eq10400_s3270	single0.1	1	10
rep07	W2	2.6333333333333336e-4	6.410229885057471e-7	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep08	W2	3.2333333333333335e-4	8.094367816091954e-7	0.8333333333333334	eq10400_s3270	single0.1	1	10
rep09	W2	6.266666666666666e-4	9.838574712643679e-6	0.9	eq10400_s3270	single0.1	1	10
rep10	W2	5.666666666666667e-5	3.8402298850574714e-8	0.9333333333333333	eq10400_s3270	single0.1	1	10
rep01	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep02	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep03	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep04	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep05	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep06	AQ	0.9999766666666666	1.6333333333334916e-8	0	eq10400_s3270	single0.2	1	10
rep07	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single0.2	1	10
rep08	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep09	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep10	AQ	1	0	0	eq10400_s3270	single0.2	1	10
rep01	W1	6.33333333333333e-4	4.0278160919540215e-6	0.8333333333333334	eq10400_s3270	single0.2	1	10
rep02	W1	9.333333333333333e-5	8.202298850574712e-8	0.9	eq10400_s3270	single0.2	1	10
rep03	W1	3.3333333333333335e-5	3.3333333333333334e-8	0.9666666666666667	eq10400_s3270	single0.2	1	10
rep04	W1	0.033403333333333333	0.03332855964367816	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep05	W1	1.6333333333333334e-4	1.7136781609195403e-7	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep06	W1	1.6e-4	2.2524137931034485e-7	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep07	W1	0.03344333333333333	0.0333258646091954	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep08	W1	0.06694666666666667	0.06433093774712643	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep09	W1	2.53333333333333e-4	4.0947126436781443e-7	0.8333333333333334	eq10400_s3270	single0.2	1	10
rep10	W1	2.3333333333333336e-5	1.2195402298850576e-8	0.9666666666666667	eq10400_s3270	single0.2	1	10
rep01	W2	9e-5	7.472413793103448e-8	0.9	eq10400_s3270	single0.2	1	10
rep02	W2	8.666666666666667e-5	1.2395402298850574e-7	0.9333333333333333	eq10400_s3270	single0.2	1	10
rep03	W2	8e-5	5.613793103448276e-8	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep04	W2	1.7e-4	2.442413793103448e-7	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep05	W2	5.766666666666663e-4	2.3584022988505712e-6	0.7333333333333333	eq10400_s3270	single0.2	1	10
rep06	W2	2.1333333333333333e-4	1.5291954022988508e-7	0.7666666666666667	eq10400_s3270	single0.2	1	10
rep07	W2	3.13333333333333e-4	1.3018850574712604e-6	0.8333333333333334	eq10400_s3270	single0.2	1	10
rep08	W2	4.1e-4	9.843793103448275e-7	0.7666666666666667	eq10400_s3270	single0.2	1	10
rep09	W2	8.566666666666666e-4	1.1727367816091952e-5	0.7666666666666667	eq10400_s3270	single0.2	1	10
rep10	W2	1.1333333333333334e-4	9.016091954022989e-8	0.8666666666666667	eq10400_s3270	single0.2	1	10
rep01	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep02	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep03	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep04	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep05	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep06	AQ	0.99998	1.2000000000001798e-8	0	eq10400_s3270	single0.5	1	10
rep07	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single0.5	1	10
rep08	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep09	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep10	AQ	1	0	0	eq10400_s3270	single0.5	1	10
rep01	W1	0.06717	0.06429981251724137	0.7	eq10400_s3270	single0.5	1	10
rep02	W1	6.333333333333334e-4	9.598160919540231e-6	0.9	eq10400_s3270	single0.5	1	10
rep03	W1	0.03337	0.033330831827586206	0.9333333333333333	eq10400_s3270	single0.5	1	10
