simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep02	W2	2.7333333333333333e-4	2.2547126436781612e-7	0.7333333333333333	eq10400_s3270	single0.5	16	10
rep03	W2	2.1333333333333333e-4	1.4602298850574714e-7	0.8	eq10400_s3270	single0.5	16	10
rep04	W2	3.566666666666667e-4	3.701264367816092e-7	0.6666666666666666	eq10400_s3270	single0.5	16	10
rep05	W2	7.466666666666663e-4	3.381885057471261e-6	0.7	eq10400_s3270	single0.5	16	10
rep06	W2	5.166666666666667e-4	3.0902298850574716e-7	0.5	eq10400_s3270	single0.5	16	10
rep07	W2	4.5e-4	7.612068965517241e-7	0.6333333333333333	eq10400_s3270	single0.5	16	10
rep08	W2	3.4999999999999967e-4	5.21206896551722e-7	0.7333333333333333	eq10400_s3270	single0.5	16	10
rep09	W2	7.666666666666664e-4	8.943678160919531e-6	0.7666666666666667	eq10400_s3270	single0.5	16	10
rep10	W2	1.5333333333333334e-4	8.119540229885058e-8	0.8666666666666667	eq10400_s3270	single0.5	16	10
rep01	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single0.8	16	10
rep02	AQ	1	0	0	eq10400_s3270	single0.8	16	10
rep03	AQ	1	0	0	eq10400_s3270	single0.8	16	10
rep04	AQ	1	0	0	eq10400_s3270	single0.8	16	10
rep05	AQ	0.9999833333333333	8.333333333331497e-9	0	eq10400_s3270	single0.8	16	10
rep06	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single0.8	16	10
rep07	AQ	0.9999333333333333	1.3333333333333357e-7	0	eq10400_s3270	single0.8	16	10
rep08	AQ	0.9999966666666666	3.333333333332599e-10	0	eq10400_s3270	single0.8	16	10
rep09	AQ	0.9999966666666666	3.333333333332599e-10	0	eq10400_s3270	single0.8	16	10
rep10	AQ	1	0	0	eq10400_s3270	single0.8	16	10
rep01	W1	0.051776666666666665	0.0024374666781609195	0.06666666666666667	eq10400_s3270	single0.8	16	10
rep02	W1	0.05874	0.0019028266206896553	0.16666666666666666	eq10400_s3270	single0.8	16	10
rep03	W1	0.04844333333333333	0.0024855646091954025	0.13333333333333333	eq10400_s3270	single0.8	16	10
rep04	W1	0.08362333333333334	0.0030252590919540236	0.06666666666666667	eq10400_s3270	single0.8	16	10
rep05	W1	0.0612	0.0022956006896551725	0.13333333333333333	eq10400_s3270	single0.8	16	10
rep06	W1	0.06449333333333333	0.0028902992643678157	0.06666666666666667	eq10400_s3270	single0.8	16	10
rep07	W1	0.05916999999999999	0.0031892256206896546	0.13333333333333333	eq10400_s3270	single0.8	16	10
rep08	W1	0.05495666666666666	0.002878065298850575	0.06666666666666667	eq10400_s3270	single0.8	16	10
rep09	W1	0.07674666666666666	0.0027194708505747125	0.06666666666666667	eq10400_s3270	single0.8	16	10
rep10	W1	0.056306666666666665	0.002036130298850574	0.06666666666666667	eq10400_s3270	single0.8	16	10
rep01	W2	2e-4	1.717241379310345e-7	0.8333333333333334	eq10400_s3270	single0.8	16	10
rep02	W2	3.6999999999999967e-4	3.5527586206896385e-7	0.6666666666666666	eq10400_s3270	single0.8	16	10
rep03	W2	1.2666666666666666e-4	7.995402298850576e-8	0.9	eq10400_s3270	single0.8	16	10
rep04	W2	5.433333333333334e-4	5.80471264367816e-7	0.6	eq10400_s3270	single0.8	16	10
rep05	W2	0.0014766666666666663	1.4350126436781607e-5	0.6	eq10400_s3270	single0.8	16	10
rep06	W2	4.5e-4	2.3775862068965518e-7	0.5666666666666667	eq10400_s3270	single0.8	16	10
rep07	W2	4.533333333333333e-4	5.356781609195402e-7	0.6666666666666666	eq10400_s3270	single0.8	16	10
rep08	W2	3.73333333333333e-4	4.834022988505733e-7	0.7	eq10400_s3270	single0.8	16	10
rep09	W2	7.83333333333333e-4	3.344195402298849e-6	0.6	eq10400_s3270	single0.8	16	10
rep10	W2	1.6e-4	9.627586206896553e-8	0.8333333333333334	eq10400_s3270	single0.8	16	10
rep01	AQ	0.9999666666666667	3.3333333333333394e-8	0	eq10400_s3270	single1	16	10
rep02	AQ	1	0	0	eq10400_s3270	single1	16	10
rep03	AQ	1	0	0	eq10400_s3270	single1	16	10
rep04	AQ	1	0	0	eq10400_s3270	single1	16	10
rep05	AQ	0.99999	2.999999999999339e-9	0	eq10400_s3270	single1	16	10
rep06	AQ	1	0	0	eq10400_s3270	single1	16	10
rep07	AQ	0.9999566666666666	5.633333333334979e-8	0	eq10400_s3270	single1	16	10
rep08	AQ	0.9999633333333333	3.3436781609195416e-8	0	eq10400_s3270	single1	16	10
rep09	AQ	1	0	0	eq10400_s3270	single1	16	10
rep10	AQ	1	0	0	eq10400_s3270	single1	16	10
rep01	W1	0.08121999999999999	0.001891914068965517	0.06666666666666667	eq10400_s3270	single1	16	10
rep02	W1	0.08091333333333334	0.002545206712643678	0.03333333333333333	eq10400_s3270	single1	16	10
rep03	W1	0.07773	0.002917849068965517	0.03333333333333333	eq10400_s3270	single1	16	10
rep04	W1	0.07945666666666666	0.0030418956436781604	0.03333333333333333	eq10400_s3270	single1	16	10
rep05	W1	0.09239666666666667	0.0037514899885057475	0.03333333333333333	eq10400_s3270	single1	16	10
rep06	W1	0.08586666666666666	0.0021378416091954026	0	eq10400_s3270	single1	16	10
rep07	W1	0.10909666666666668	0.0049080761954023	0	eq10400_s3270	single1	16	10
rep08	W1	0.07917666666666666	0.002585491505747127	0.03333333333333333	eq10400_s3270	single1	16	10
rep09	W1	0.09774	0.004794786620689656	0.03333333333333333	eq10400_s3270	single1	16	10
rep10	W1	0.09784666666666667	0.006580779816091954	0.03333333333333333	eq10400_s3270	single1	16	10
rep01	W2	4.3e-4	4.345862068965517e-7	0.7	eq10400_s3270	single1	16	10
rep02	W2	5.566666666666664e-4	3.990919540229881e-7	0.5666666666666667	eq10400_s3270	single1	16	10
rep03	W2	4.566666666666667e-4	2.301264367816092e-7	0.5666666666666667	eq10400_s3270	single1	16	10
rep04	W2	4.3333333333333337e-4	2.3057471264367818e-7	0.6	eq10400_s3270	single1	16	10
rep05	W2	5.833333333333334e-4	9.014367816091955e-7	0.6	eq10400_s3270	single1	16	10
rep06	W2	4.3333333333333337e-4	1.8850574712643678e-7	0.6	eq10400_s3270	single1	16	10
rep07	W2	9.233333333333333e-4	6.976333333333333e-6	0.5666666666666667	eq10400_s3270	single1	16	10
rep08	W2	6.766666666666663e-4	6.197816091954018e-7	0.43333333333333335	eq10400_s3270	single1	16	10
rep09	W2	6.099999999999996e-4	1.5374827586206854e-6	0.5666666666666667	eq10400_s3270	single1	16	10
rep10	W2	6.1e-4	7.988620689655172e-7	0.6	eq10400_s3270	single1	16	10
