ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.03219999999999999	eq10400_s280	cons0.001	6	10
W1-1	W1	rep02	0.001	eq10400_s280	cons0.001	6	10
W1-1	W1	rep03	5e-4	eq10400_s280	cons0.001	6	10
W1-1	W1	rep04	0.00469999999999999	eq10400_s280	cons0.001	6	10
W1-1	W1	rep05	0.0189	eq10400_s280	cons0.001	6	10
W1-1	W1	rep06	0.001	eq10400_s280	cons0.001	6	10
W1-1	W1	rep07	0.0026	eq10400_s280	cons0.001	6	10
W1-1	W1	rep08	0.00109999999999999	eq10400_s280	cons0.001	6	10
W1-1	W1	rep09	5e-4	eq10400_s280	cons0.001	6	10
W1-1	W1	rep10	0.0058	eq10400_s280	cons0.001	6	10
W1-2	W1	rep01	0.00649999999999999	eq10400_s280	cons0.001	6	10
W1-2	W1	rep02	0.0031	eq10400_s280	cons0.001	6	10
W1-2	W1	rep03	0.001	eq10400_s280	cons0.001	6	10
W1-2	W1	rep04	0.0192	eq10400_s280	cons0.001	6	10
W1-2	W1	rep05	0.0023	eq10400_s280	cons0.001	6	10
W1-2	W1	rep06	0.0012	eq10400_s280	cons0.001	6	10
W1-2	W1	rep07	1e-4	eq10400_s280	cons0.001	6	10
W1-2	W1	rep08	0.0015	eq10400_s280	cons0.001	6	10
W1-2	W1	rep09	7e-4	eq10400_s280	cons0.001	6	10
W1-2	W1	rep10	6.000000000000001e-4	eq10400_s280	cons0.001	6	10
W1-3	W1	rep01	5e-4	eq10400_s280	cons0.001	6	10
W1-3	W1	rep02	0.001	eq10400_s280	cons0.001	6	10
W1-3	W1	rep03	0.00219999999999999	eq10400_s280	cons0.001	6	10
W1-3	W1	rep04	3.0000000000000003e-4	eq10400_s280	cons0.001	6	10
W1-3	W1	rep05	0.13540000000000002	eq10400_s280	cons0.001	6	10
W1-3	W1	rep06	0.0036	eq10400_s280	cons0.001	6	10
W1-3	W1	rep07	0.001	eq10400_s280	cons0.001	6	10
