ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.001	eq10400_s280	cons0.001	21	10
W1-1	W1	rep02	2e-4	eq10400_s280	cons0.001	21	10
W1-1	W1	rep03	9.000000000000001e-4	eq10400_s280	cons0.001	21	10
W1-1	W1	rep04	0.0032	eq10400_s280	cons0.001	21	10
W1-1	W1	rep05	0.0011	eq10400_s280	cons0.001	21	10
W1-1	W1	rep06	0.0023	eq10400_s280	cons0.001	21	10
W1-1	W1	rep07	0.001	eq10400_s280	cons0.001	21	10
W1-1	W1	rep08	0.02239999999999999	eq10400_s280	cons0.001	21	10
W1-1	W1	rep09	0.001	eq10400_s280	cons0.001	21	10
W1-1	W1	rep10	3.0000000000000003e-4	eq10400_s280	cons0.001	21	10
W1-2	W1	rep01	0.001	eq10400_s280	cons0.001	21	10
W1-2	W1	rep02	0.001	eq10400_s280	cons0.001	21	10
W1-2	W1	rep03	0.0132	eq10400_s280	cons0.001	21	10
W1-2	W1	rep04	4e-4	eq10400_s280	cons0.001	21	10
W1-2	W1	rep05	0.0011	eq10400_s280	cons0.001	21	10
W1-2	W1	rep06	0.0116	eq10400_s280	cons0.001	21	10
W1-2	W1	rep07	0.001	eq10400_s280	cons0.001	21	10
W1-2	W1	rep08	0.0936	eq10400_s280	cons0.001	21	10
W1-2	W1	rep09	0.001	eq10400_s280	cons0.001	21	10
W1-2	W1	rep10	0.0047	eq10400_s280	cons0.001	21	10
W1-3	W1	rep01	0.001	eq10400_s280	cons0.001	21	10
W1-3	W1	rep02	0.01359999999999999	eq10400_s280	cons0.001	21	10
W1-3	W1	rep03	0.0139	eq10400_s280	cons0.001	21	10
W1-3	W1	rep04	4e-4	eq10400_s280	cons0.001	21	10
W1-3	W1	rep05	3.0000000000000003e-4	eq10400_s280	cons0.001	21	10
W1-3	W1	rep06	0.001	eq10400_s280	cons0.001	21	10
W1-3	W1	rep07	3.0000000000000003e-4	eq10400_s280	cons0.001	21	10
W1-3	W1	rep08	0.001	eq10400_s280	cons0.001	21	10
W1-3	W1	rep09	0.0015	eq10400_s280	cons0.001	21	10
W1-3	W1	rep10	5e-4	eq10400_s280	cons0.001	21	10
W1-4	W1	rep01	0.0118	eq10400_s280	cons0.001	21	10
W1-4	W1	rep02	0.001	eq10400_s280	cons0.001	21	10
W1-4	W1	rep03	0.1074	eq10400_s280	cons0.001	21	10
W1-4	W1	rep04	0	eq10400_s280	cons0.001	21	10
W1-4	W1	rep05	0.0081	eq10400_s280	cons0.001	21	10
W1-4	W1	rep06	8e-4	eq10400_s280	cons0.001	21	10
W1-4	W1	rep07	0.0025	eq10400_s280	cons0.001	21	10
W1-4	W1	rep08	0.0028	eq10400_s280	cons0.001	21	10
W1-4	W1	rep09	0.001	eq10400_s280	cons0.001	21	10
W1-4	W1	rep10	9.000000000000001e-4	eq10400_s280	cons0.001	21	10
W1-5	W1	rep01	0.001	eq10400_s280	cons0.001	21	10
W1-5	W1	rep02	0	eq10400_s280	cons0.001	21	10
W1-5	W1	rep03	0.0011	eq10400_s280	cons0.001	21	10
W1-5	W1	rep04	9.000000000000001e-4	eq10400_s280	cons0.001	21	10
W1-5	W1	rep05	0.0015	eq10400_s280	cons0.001	21	10
W1-5	W1	rep06	0.00679999999999999	eq10400_s280	cons0.001	21	10
W1-5	W1	rep07	0	eq10400_s280	cons0.001	21	10
