ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	9.000000000000001e-4	eq10400_s280	cons0.001	1	10
W1-1	W1	rep02	8e-4	eq10400_s280	cons0.001	1	10
W1-1	W1	rep03	0.0012	eq10400_s280	cons0.001	1	10
W1-1	W1	rep04	0.0524	eq10400_s280	cons0.001	1	10
W1-1	W1	rep05	0.0014	eq10400_s280	cons0.001	1	10
W1-1	W1	rep06	1e-4	eq10400_s280	cons0.001	1	10
W1-1	W1	rep07	0.001	eq10400_s280	cons0.001	1	10
W1-1	W1	rep08	0.0082	eq10400_s280	cons0.001	1	10
W1-1	W1	rep09	7e-4	eq10400_s280	cons0.001	1	10
W1-1	W1	rep10	7e-4	eq10400_s280	cons0.001	1	10
W1-2	W1	rep01	0.0017	eq10400_s280	cons0.001	1	10
W1-2	W1	rep02	0.0014	eq10400_s280	cons0.001	1	10
W1-2	W1	rep03	0.001	eq10400_s280	cons0.001	1	10
W1-2	W1	rep04	0.071	eq10400_s280	cons0.001	1	10
W1-2	W1	rep05	0.0011	eq10400_s280	cons0.001	1	10
W1-2	W1	rep06	0.001	eq10400_s280	cons0.001	1	10
W1-2	W1	rep07	0.001	eq10400_s280	cons0.001	1	10
W1-2	W1	rep08	0.001	eq10400_s280	cons0.001	1	10
W1-2	W1	rep09	0.0042	eq10400_s280	cons0.001	1	10
W1-2	W1	rep10	0.0023	eq10400_s280	cons0.001	1	10
W1-3	W1	rep01	0.0011	eq10400_s280	cons0.001	1	10
W1-3	W1	rep02	0.001	eq10400_s280	cons0.001	1	10
W1-3	W1	rep03	0.1414	eq10400_s280	cons0.001	1	10
W1-3	W1	rep04	0.01649999999999999	eq10400_s280	cons0.001	1	10
W1-3	W1	rep05	0.0026	eq10400_s280	cons0.001	1	10
W1-3	W1	rep06	0.0054	eq10400_s280	cons0.001	1	10
W1-3	W1	rep07	0.0017	eq10400_s280	cons0.001	1	10
W1-3	W1	rep08	0.0043	eq10400_s280	cons0.001	1	10
W1-3	W1	rep09	0	eq10400_s280	cons0.001	1	10
W1-3	W1	rep10	0.002	eq10400_s280	cons0.001	1	10
W1-4	W1	rep01	0.001	eq10400_s280	cons0.001	1	10
W1-4	W1	rep02	0.00509999999999999	eq10400_s280	cons0.001	1	10
W1-4	W1	rep03	9.000000000000001e-4	eq10400_s280	cons0.001	1	10
W1-4	W1	rep04	1e-4	eq10400_s280	cons0.001	1	10
W1-4	W1	rep05	0.015	eq10400_s280	cons0.001	1	10
W1-4	W1	rep06	0.001	eq10400_s280	cons0.001	1	10
W1-4	W1	rep07	0.001	eq10400_s280	cons0.001	1	10
W1-4	W1	rep08	0.0018	eq10400_s280	cons0.001	1	10
W1-4	W1	rep09	0.001	eq10400_s280	cons0.001	1	10
W1-4	W1	rep10	0.001	eq10400_s280	cons0.001	1	10
W1-5	W1	rep01	9.000000000000001e-4	eq10400_s280	cons0.001	1	10
W1-5	W1	rep02	0.08109999999999999	eq10400_s280	cons0.001	1	10
W1-5	W1	rep03	0.0043	eq10400_s280	cons0.001	1	10
W1-5	W1	rep04	0.0181	eq10400_s280	cons0.001	1	10
W1-5	W1	rep05	0.001	eq10400_s280	cons0.001	1	10
W1-5	W1	rep06	0.0045	eq10400_s280	cons0.001	1	10
W1-5	W1	rep07	3.0000000000000003e-4	eq10400_s280	cons0.001	1	10
W1-5	W1	rep08	0.0336	eq10400_s280	cons0.001	1	10
W1-5	W1	rep09	5e-4	eq10400_s280	cons0.001	1	10
W1-5	W1	rep10	0.0015	eq10400_s280	cons0.001	1	10
W1-6	W1	rep01	0.001	eq10400_s280	cons0.001	1	10
W1-6	W1	rep02	0.00559999999999999	eq10400_s280	cons0.001	1	10
W1-6	W1	rep03	0.0019	eq10400_s280	cons0.001	1	10
W1-6	W1	rep04	0.0042	eq10400_s280	cons0.001	1	10
W1-6	W1	rep05	0.0014	eq10400_s280	cons0.001	1	10
W1-6	W1	rep06	0.0047	eq10400_s280	cons0.001	1	10
W1-6	W1	rep07	0.0016	eq10400_s280	cons0.001	1	10
W1-6	W1	rep08	0.001	eq10400_s280	cons0.001	1	10
W1-6	W1	rep09	0.001	eq10400_s280	cons0.001	1	10
W1-6	W1	rep10	0.0021	eq10400_s280	cons0.001	1	10
W1-7	W1	rep01	0.0011	eq10400_s280	cons0.001	1	10
W1-7	W1	rep02	0.0022	eq10400_s280	cons0.001	1	10
W1-7	W1	rep03	0.0017	eq10400_s280	cons0.001	1	10
W1-7	W1	rep04	8e-4	eq10400_s280	cons0.001	1	10
W1-7	W1	rep05	0.0019	eq10400_s280	cons0.001	1	10
W1-7	W1	rep06	0.0035	eq10400_s280	cons0.001	1	10
W1-7	W1	rep07	6.000000000000001e-4	eq10400_s280	cons0.001	1	10
W1-7	W1	rep08	0.01139999999999999	eq10400_s280	cons0.001	1	10
W1-7	W1	rep09	0.0024	eq10400_s280	cons0.001	1	10
W1-7	W1	rep10	0.0017	eq10400_s280	cons0.001	1	10
W1-8	W1	rep01	0.001	eq10400_s280	cons0.001	1	10
W1-8	W1	rep02	0.00479999999999999	eq10400_s280	cons0.001	1	10
W1-8	W1	rep03	0.0017	eq10400_s280	cons0.001	1	10
