simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9874166666666667	6.152497126436775e-4	0	eq10400_s280	cons0.001	21	10
rep02	AQ	0.9945933333333333	3.9707374712643636e-4	0	eq10400_s280	cons0.001	21	10
rep03	AQ	0.9925566666666666	4.757487471264353e-4	0	eq10400_s280	cons0.001	21	10
rep04	AQ	0.9964833333333334	1.41526264367816e-4	0	eq10400_s280	cons0.001	21	10
rep05	AQ	0.9957866666666667	1.2513222988505727e-4	0	eq10400_s280	cons0.001	21	10
rep06	AQ	0.9962566666666667	1.1205495402298861e-4	0	eq10400_s280	cons0.001	21	10
rep07	AQ	0.9944866666666666	5.793936091954027e-4	0	eq10400_s280	cons0.001	21	10
rep08	AQ	0.9843166666666666	0.0011065055747126436	0	eq10400_s280	cons0.001	21	10
rep09	AQ	0.99339	4.1071334482758434e-4	0	eq10400_s280	cons0.001	21	10
rep10	AQ	0.99251	5.272395517241377e-4	0	eq10400_s280	cons0.001	21	10
rep01	W1	0.006163333333333332	2.1809688505747117e-4	0.8666666666666667	eq10400_s280	cons0.001	21	10
rep02	W1	0.0062166666666666655	5.265538505747125e-4	0.9	eq10400_s280	cons0.001	21	10
rep03	W1	0.007506666666666666	3.911413333333333e-4	0.8	eq10400_s280	cons0.001	21	10
rep04	W1	0.015313333333333333	0.003781914988505747	0.9	eq10400_s280	cons0.001	21	10
rep05	W1	0.003123333333333333	2.672736781609195e-5	0.8666666666666667	eq10400_s280	cons0.001	21	10
rep06	W1	0.02110666666666667	0.007056319264367818	0.8	eq10400_s280	cons0.001	21	10
rep07	W1	0.004769999999999999	3.3027527586206896e-4	0.9666666666666667	eq10400_s280	cons0.001	21	10
rep08	W1	0.014446666666666665	7.507260229885058e-4	0.7333333333333333	eq10400_s280	cons0.001	21	10
rep09	W1	0.004253333333333333	1.4391981609195405e-4	0.9	eq10400_s280	cons0.001	21	10
rep10	W1	0.0018066666666666667	3.7247816091954024e-6	0.9666666666666667	eq10400_s280	cons0.001	21	10
rep01	W2	0.0031599999999999983	1.922455172413791e-5	0.9	eq10400_s280	cons0.001	21	10
rep02	W2	0.005809999999999998	1.2663472413793097e-4	0.7666666666666667	eq10400_s280	cons0.001	21	10
rep03	W2	0.006426666666666665	1.993268505747126e-4	0.8	eq10400_s280	cons0.001	21	10
rep04	W2	0.004003333333333334	1.1949895402298855e-4	0.9	eq10400_s280	cons0.001	21	10
rep05	W2	0.0058099999999999975	1.297754137931034e-4	0.8	eq10400_s280	cons0.001	21	10
rep06	W2	0.008896666666666664	4.060755057471264e-4	0.8333333333333334	eq10400_s280	cons0.001	21	10
rep07	W2	0.008069999999999997	2.554097586206896e-4	0.7666666666666667	eq10400_s280	cons0.001	21	10
rep08	W2	0.013399999999999999	5.862910344827585e-4	0.7	eq10400_s280	cons0.001	21	10
rep09	W2	0.006586666666666666	2.8291636781609196e-4	0.8333333333333334	eq10400_s280	cons0.001	21	10
rep10	W2	0.005156666666666665	1.6324874712643684e-4	0.9	eq10400_s280	cons0.001	21	10
rep01	AQ	0.98672	7.001844137931046e-4	0	eq10400_s280	cons0.002	21	10
rep02	AQ	0.9942300000000001	3.9439872413793024e-4	0	eq10400_s280	cons0.002	21	10
rep03	AQ	0.99168	5.369513103448277e-4	0	eq10400_s280	cons0.002	21	10
rep04	AQ	0.99715	8.276672413793107e-5	0	eq10400_s280	cons0.002	21	10
rep05	AQ	0.9955066666666667	1.267061609195404e-4	0	eq10400_s280	cons0.002	21	10
rep06	AQ	0.9957633333333333	1.6295205747126384e-4	0	eq10400_s280	cons0.002	21	10
rep07	AQ	0.99419	5.369512758620684e-4	0	eq10400_s280	cons0.002	21	10
rep08	AQ	0.9838166666666667	0.0012218510919540224	0	eq10400_s280	cons0.002	21	10
rep09	AQ	0.99356	4.302631724137923e-4	0	eq10400_s280	cons0.002	21	10
rep10	AQ	0.9918833333333333	5.413710919540234e-4	0	eq10400_s280	cons0.002	21	10
rep01	W1	0.0055033333333333314	1.5393274712643672e-4	0.8333333333333334	eq10400_s280	cons0.002	21	10
rep02	W1	0.008229999999999998	3.4922631034482753e-4	0.8666666666666667	eq10400_s280	cons0.002	21	10
rep03	W1	0.00801333333333333	3.379239540229884e-4	0.8	eq10400_s280	cons0.002	21	10
rep04	W1	0.004069999999999999	5.8845620689655146e-5	0.8666666666666667	eq10400_s280	cons0.002	21	10
rep05	W1	0.003939999999999998	8.316455172413788e-5	0.9	eq10400_s280	cons0.002	21	10
rep06	W1	0.00684	3.407507586206897e-4	0.8	eq10400_s280	cons0.002	21	10
rep07	W1	0.0017299999999999996	3.73458620689655e-6	0.9666666666666667	eq10400_s280	cons0.002	21	10
rep08	W1	0.008503333333333333	2.3278654022988501e-4	0.7333333333333333	eq10400_s280	cons0.002	21	10
rep09	W1	0.005336666666666667	1.3904378160919543e-4	0.8333333333333334	eq10400_s280	cons0.002	21	10
rep10	W1	0.007906666666666666	3.696502988505747e-4	0.8	eq10400_s280	cons0.002	21	10
rep01	W2	0.006339999999999998	2.0874248275862064e-4	0.8333333333333334	eq10400_s280	cons0.002	21	10
rep02	W2	0.004253333333333332	7.65956781609195e-5	0.8666666666666667	eq10400_s280	cons0.002	21	10
rep03	W2	0.011329999999999998	5.336911379310345e-4	0.8	eq10400_s280	cons0.002	21	10
rep04	W2	0.0023599999999999997	3.983903448275865e-5	0.9666666666666667	eq10400_s280	cons0.002	21	10
rep05	W2	0.004779999999999999	6.88182068965517e-5	0.8333333333333334	eq10400_s280	cons0.002	21	10
rep06	W2	0.011436666666666666	6.717258505747128e-4	0.7666666666666667	eq10400_s280	cons0.002	21	10
rep07	W2	0.005213333333333332	6.891154022988504e-5	0.7333333333333333	eq10400_s280	cons0.002	21	10
rep08	W2	0.01646	8.751728275862068e-4	0.6666666666666666	eq10400_s280	cons0.002	21	10
rep09	W2	0.0050933333333333325	1.3820340229885056e-4	0.8333333333333334	eq10400_s280	cons0.002	21	10
rep10	W2	0.004986666666666665	1.736867126436781e-4	0.9333333333333333	eq10400_s280	cons0.002	21	10
rep01	AQ	0.9879	5.910931034482753e-4	0	eq10400_s280	cons0.005	21	10
rep02	AQ	0.9944266666666667	3.855089195402304e-4	0	eq10400_s280	cons0.005	21	10
rep03	AQ	0.9922633333333334	5.477548160919535e-4	0	eq10400_s280	cons0.005	21	10
rep04	AQ	0.9965866666666667	1.429784367816094e-4	0	eq10400_s280	cons0.005	21	10
rep05	AQ	0.9951533333333333	1.4749912643678188e-4	0	eq10400_s280	cons0.005	21	10
rep06	AQ	0.9963966666666667	9.7958264367816e-5	0	eq10400_s280	cons0.005	21	10
rep07	AQ	0.99386	6.41099724137933e-4	0	eq10400_s280	cons0.005	21	10
