simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.9999933333333333	1.3333333333330396e-9	0	eq10400_s3270	cons0.001	1	10
rep02	AQ	1	0	0	eq10400_s3270	cons0.001	1	10
rep03	AQ	1	0	0	eq10400_s3270	cons0.001	1	10
rep04	AQ	1	0	0	eq10400_s3270	cons0.001	1	10
rep05	AQ	0.99998	1.2000000000001798e-8	0	eq10400_s3270	cons0.001	1	10
rep06	AQ	0.9999733333333334	2.1333333333334557e-8	0	eq10400_s3270	cons0.001	1	10
rep07	AQ	0.9998333333333334	8.333333333333348e-7	0	eq10400_s3270	cons0.001	1	10
rep08	AQ	1	0	0	eq10400_s3270	cons0.001	1	10
rep09	AQ	1	0	0	eq10400_s3270	cons0.001	1	10
rep10	AQ	1	0	0	eq10400_s3270	cons0.001	1	10
rep01	W1	2.3666666666666633e-4	1.2596436781609155e-6	0.9333333333333333	eq10400_s3270	cons0.001	1	10
rep02	W1	8.666666666666667e-5	7.774712643678161e-8	0.9	eq10400_s3270	cons0.001	1	10
rep03	W1	4.0333333333333334e-4	9.934367816091954e-7	0.7666666666666667	eq10400_s3270	cons0.001	1	10
rep04	W1	5.733333333333334e-4	3.128229885057471e-6	0.7666666666666667	eq10400_s3270	cons0.001	1	10
rep05	W1	8.333333333333333e-5	8.419540229885057e-8	0.9	eq10400_s3270	cons0.001	1	10
rep06	W1	1.7e-4	2.180344827586207e-7	0.8666666666666667	eq10400_s3270	cons0.001	1	10
rep07	W1	3.33333333333333e-4	1.6767816091953977e-6	0.8666666666666667	eq10400_s3270	cons0.001	1	10
rep08	W1	1.3666666666666666e-4	2.299885057471264e-7	0.9	eq10400_s3270	cons0.001	1	10
rep09	W1	1.1e-4	7.817241379310345e-8	0.8333333333333334	eq10400_s3270	cons0.001	1	10
rep10	W1	3.1999999999999997e-4	1.1030344827586205e-6	0.8333333333333334	eq10400_s3270	cons0.001	1	10
rep01	W2	1.4666666666666666e-4	1.0878160919540231e-7	0.8333333333333334	eq10400_s3270	cons0.001	1	10
