ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0.0089	eq10400_s280	single0.1	16	10
W1-1	W1	rep02	0	eq10400_s280	single0.1	16	10
W1-1	W1	rep03	0	eq10400_s280	single0.1	16	10
W1-1	W1	rep04	0.0011	eq10400_s280	single0.1	16	10
W1-1	W1	rep05	0.001	eq10400_s280	single0.1	16	10
W1-1	W1	rep06	0.0089	eq10400_s280	single0.1	16	10
W1-1	W1	rep07	0.01169999999999999	eq10400_s280	single0.1	16	10
W1-1	W1	rep08	2e-4	eq10400_s280	single0.1	16	10
W1-1	W1	rep09	2e-4	eq10400_s280	single0.1	16	10
W1-1	W1	rep10	2e-4	eq10400_s280	single0.1	16	10
W1-2	W1	rep01	0.0032	eq10400_s280	single0.1	16	10
W1-2	W1	rep02	0	eq10400_s280	single0.1	16	10
W1-2	W1	rep03	0.002	eq10400_s280	single0.1	16	10
W1-2	W1	rep04	0.00529999999999999	eq10400_s280	single0.1	16	10
W1-2	W1	rep05	0.0109	eq10400_s280	single0.1	16	10
W1-2	W1	rep06	0.00249999999999999	eq10400_s280	single0.1	16	10
W1-2	W1	rep07	4e-4	eq10400_s280	single0.1	16	10
W1-2	W1	rep08	0.0435	eq10400_s280	single0.1	16	10
W1-2	W1	rep09	0.0036	eq10400_s280	single0.1	16	10
W1-2	W1	rep10	0.0043	eq10400_s280	single0.1	16	10
W1-3	W1	rep01	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-3	W1	rep02	0.0032	eq10400_s280	single0.1	16	10
W1-3	W1	rep03	0.02049999999999999	eq10400_s280	single0.1	16	10
W1-3	W1	rep04	0.029	eq10400_s280	single0.1	16	10
W1-3	W1	rep05	0.00269999999999999	eq10400_s280	single0.1	16	10
W1-3	W1	rep06	0.1151	eq10400_s280	single0.1	16	10
W1-3	W1	rep07	0.001	eq10400_s280	single0.1	16	10
W1-3	W1	rep08	0.0055	eq10400_s280	single0.1	16	10
W1-3	W1	rep09	0.001	eq10400_s280	single0.1	16	10
W1-3	W1	rep10	0.02159999999999999	eq10400_s280	single0.1	16	10
W1-4	W1	rep01	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-4	W1	rep02	0.0208	eq10400_s280	single0.1	16	10
W1-4	W1	rep03	0.01249999999999999	eq10400_s280	single0.1	16	10
W1-4	W1	rep04	0.001	eq10400_s280	single0.1	16	10
W1-4	W1	rep05	0.001	eq10400_s280	single0.1	16	10
W1-4	W1	rep06	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-4	W1	rep07	0.001	eq10400_s280	single0.1	16	10
W1-4	W1	rep08	0.0027	eq10400_s280	single0.1	16	10
W1-4	W1	rep09	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-4	W1	rep10	0.002	eq10400_s280	single0.1	16	10
W1-5	W1	rep01	0.001	eq10400_s280	single0.1	16	10
W1-5	W1	rep02	0.0021	eq10400_s280	single0.1	16	10
W1-5	W1	rep03	3.0000000000000003e-4	eq10400_s280	single0.1	16	10
W1-5	W1	rep04	0.00309999999999999	eq10400_s280	single0.1	16	10
W1-5	W1	rep05	0.0042	eq10400_s280	single0.1	16	10
W1-5	W1	rep06	0.0063	eq10400_s280	single0.1	16	10
W1-5	W1	rep07	0.0251	eq10400_s280	single0.1	16	10
W1-5	W1	rep08	0.0057	eq10400_s280	single0.1	16	10
W1-5	W1	rep09	2e-4	eq10400_s280	single0.1	16	10
W1-5	W1	rep10	0.001	eq10400_s280	single0.1	16	10
W1-6	W1	rep01	0.0139	eq10400_s280	single0.1	16	10
W1-6	W1	rep02	0.0013	eq10400_s280	single0.1	16	10
W1-6	W1	rep03	1e-4	eq10400_s280	single0.1	16	10
W1-6	W1	rep04	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-6	W1	rep05	0	eq10400_s280	single0.1	16	10
W1-6	W1	rep06	0.0038	eq10400_s280	single0.1	16	10
W1-6	W1	rep07	0.006	eq10400_s280	single0.1	16	10
W1-6	W1	rep08	0.0018	eq10400_s280	single0.1	16	10
W1-6	W1	rep09	0.0033	eq10400_s280	single0.1	16	10
W1-6	W1	rep10	0.0068	eq10400_s280	single0.1	16	10
W1-7	W1	rep01	0.0174	eq10400_s280	single0.1	16	10
W1-7	W1	rep02	0.001	eq10400_s280	single0.1	16	10
W1-7	W1	rep03	6.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-7	W1	rep04	0.0034	eq10400_s280	single0.1	16	10
W1-7	W1	rep05	5e-4	eq10400_s280	single0.1	16	10
W1-7	W1	rep06	0	eq10400_s280	single0.1	16	10
W1-7	W1	rep07	0.001	eq10400_s280	single0.1	16	10
W1-7	W1	rep08	0.0034	eq10400_s280	single0.1	16	10
W1-7	W1	rep09	0.0024	eq10400_s280	single0.1	16	10
W1-7	W1	rep10	0.001	eq10400_s280	single0.1	16	10
W1-8	W1	rep01	0	eq10400_s280	single0.1	16	10
W1-8	W1	rep02	0.01749999999999999	eq10400_s280	single0.1	16	10
W1-8	W1	rep03	0.00509999999999999	eq10400_s280	single0.1	16	10
W1-8	W1	rep04	0.001	eq10400_s280	single0.1	16	10
W1-8	W1	rep05	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-8	W1	rep06	6.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-8	W1	rep07	0.0044	eq10400_s280	single0.1	16	10
W1-8	W1	rep08	0.0024	eq10400_s280	single0.1	16	10
W1-8	W1	rep09	0.0163	eq10400_s280	single0.1	16	10
W1-8	W1	rep10	0.002	eq10400_s280	single0.1	16	10
W1-9	W1	rep01	0	eq10400_s280	single0.1	16	10
W1-9	W1	rep02	0.00509999999999999	eq10400_s280	single0.1	16	10
W1-9	W1	rep03	0.006	eq10400_s280	single0.1	16	10
W1-9	W1	rep04	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-9	W1	rep05	5e-4	eq10400_s280	single0.1	16	10
W1-9	W1	rep06	0.0046	eq10400_s280	single0.1	16	10
W1-9	W1	rep07	0	eq10400_s280	single0.1	16	10
W1-9	W1	rep08	0.0043	eq10400_s280	single0.1	16	10
W1-9	W1	rep09	0.00309999999999999	eq10400_s280	single0.1	16	10
W1-9	W1	rep10	0.0024	eq10400_s280	single0.1	16	10
W1-10	W1	rep01	7e-4	eq10400_s280	single0.1	16	10
W1-10	W1	rep02	0.0042	eq10400_s280	single0.1	16	10
W1-10	W1	rep03	0.0013	eq10400_s280	single0.1	16	10
W1-10	W1	rep04	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-10	W1	rep05	0	eq10400_s280	single0.1	16	10
W1-10	W1	rep06	0.0012	eq10400_s280	single0.1	16	10
W1-10	W1	rep07	0.0024	eq10400_s280	single0.1	16	10
W1-10	W1	rep08	0.0131	eq10400_s280	single0.1	16	10
W1-10	W1	rep09	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-10	W1	rep10	0.0027	eq10400_s280	single0.1	16	10
W1-11	W1	rep01	0.001	eq10400_s280	single0.1	16	10
W1-11	W1	rep02	0.00299999999999999	eq10400_s280	single0.1	16	10
W1-11	W1	rep03	0.0011	eq10400_s280	single0.1	16	10
W1-11	W1	rep04	1e-4	eq10400_s280	single0.1	16	10
W1-11	W1	rep05	0	eq10400_s280	single0.1	16	10
W1-11	W1	rep06	0.001	eq10400_s280	single0.1	16	10
W1-11	W1	rep07	0.0023	eq10400_s280	single0.1	16	10
W1-11	W1	rep08	2e-4	eq10400_s280	single0.1	16	10
W1-11	W1	rep09	0.0032	eq10400_s280	single0.1	16	10
W1-11	W1	rep10	0.07259999999999998	eq10400_s280	single0.1	16	10
W1-12	W1	rep01	9.000000000000001e-4	eq10400_s280	single0.1	16	10
W1-12	W1	rep02	0.00559999999999999	eq10400_s280	single0.1	16	10
W1-12	W1	rep03	0.001	eq10400_s280	single0.1	16	10
W1-12	W1	rep04	1e-4	eq10400_s280	single0.1	16	10
W1-12	W1	rep05	0.0054	eq10400_s280	single0.1	16	10
W1-12	W1	rep06	4e-4	eq10400_s280	single0.1	16	10
W1-12	W1	rep07	0.0011	eq10400_s280	single0.1	16	10
W1-12	W1	rep08	0	eq10400_s280	single0.1	16	10
W1-12	W1	rep09	0.001	eq10400_s280	single0.1	16	10
W1-12	W1	rep10	3.0000000000000003e-4	eq10400_s280	single0.1	16	10
W1-13	W1	rep01	7e-4	eq10400_s280	single0.1	16	10
W1-13	W1	rep02	0.001	eq10400_s280	single0.1	16	10
W1-13	W1	rep03	0.0013	eq10400_s280	single0.1	16	10
W1-13	W1	rep04	0	eq10400_s280	single0.1	16	10
W1-13	W1	rep05	0.0052	eq10400_s280	single0.1	16	10
W1-13	W1	rep06	0.0035	eq10400_s280	single0.1	16	10
W1-13	W1	rep07	0.0011	eq10400_s280	single0.1	16	10
W1-13	W1	rep08	9.000000000000001e-4	eq10400_s280	single0.1	16	10
