simulation_replicate	pop	mean	var	freq_unadmixed	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
rep01	AQ	0.98852	5.329437241379314e-4	0	eq10400_s280	single0.1	6	10
rep02	AQ	0.9952033333333333	1.372079195402302e-4	0	eq10400_s280	single0.1	6	10
rep03	AQ	0.9962766666666667	7.575840229885054e-5	0	eq10400_s280	single0.1	6	10
rep04	AQ	0.9938166666666667	1.8865522988505815e-4	0	eq10400_s280	single0.1	6	10
rep05	AQ	0.9904166666666667	8.173904022988507e-4	0	eq10400_s280	single0.1	6	10
rep06	AQ	0.9965466666666667	6.180119540229885e-5	0	eq10400_s280	single0.1	6	10
rep07	AQ	0.9940433333333334	2.3172185057471288e-4	0	eq10400_s280	single0.1	6	10
rep08	AQ	0.9959766666666667	2.3112185057471161e-4	0	eq10400_s280	single0.1	6	10
rep09	AQ	0.9966200000000001	1.1088372413793125e-4	0	eq10400_s280	single0.1	6	10
rep10	AQ	0.9918533333333334	5.323598160919546e-4	0	eq10400_s280	single0.1	6	10
rep01	W1	0.005649999999999998	1.5021775862068964e-4	0.8	eq10400_s280	single0.1	6	10
rep02	W1	0.01335333333333333	4.4639429885057457e-4	0.5333333333333333	eq10400_s280	single0.1	6	10
rep03	W1	0.012756666666666664	7.131542643678159e-4	0.7	eq10400_s280	single0.1	6	10
rep04	W1	0.019433333333333334	0.00257164091954023	0.7	eq10400_s280	single0.1	6	10
rep05	W1	0.015199999999999998	0.0016073710344827587	0.7	eq10400_s280	single0.1	6	10
rep06	W1	0.0075299999999999985	3.0044975862068965e-4	0.7333333333333333	eq10400_s280	single0.1	6	10
rep07	W1	0.009729999999999999	7.317118275862068e-4	0.8	eq10400_s280	single0.1	6	10
rep08	W1	0.010513333333333331	7.066225747126438e-4	0.7333333333333333	eq10400_s280	single0.1	6	10
rep09	W1	0.006433333333333332	2.4209609195402292e-4	0.8	eq10400_s280	single0.1	6	10
rep10	W1	0.016483333333333332	0.0016226510919540229	0.7	eq10400_s280	single0.1	6	10
rep01	W2	0.004919999999999998	1.1197751724137929e-4	0.8333333333333334	eq10400_s280	single0.1	6	10
rep02	W2	0.006069999999999999	3.257601034482759e-4	0.8	eq10400_s280	single0.1	6	10
rep03	W2	0.005656666666666665	2.1853357471264366e-4	0.7666666666666667	eq10400_s280	single0.1	6	10
rep04	W2	0.0035133333333333323	3.507085057471263e-5	0.8333333333333334	eq10400_s280	single0.1	6	10
rep05	W2	0.0023999999999999994	1.235448275862068e-5	0.8666666666666667	eq10400_s280	single0.1	6	10
rep06	W2	0.00838	3.0894165517241374e-4	0.8333333333333334	eq10400_s280	single0.1	6	10
rep07	W2	0.004069999999999998	9.913182758620684e-5	0.8666666666666667	eq10400_s280	single0.1	6	10
rep08	W2	0.004926666666666665	2.767461609195401e-4	0.8666666666666667	eq10400_s280	single0.1	6	10
rep09	W2	0.002576666666666666	1.0514954022988504e-5	0.8333333333333334	eq10400_s280	single0.1	6	10
rep10	W2	0.0038833333333333324	6.915660919540227e-5	0.9	eq10400_s280	single0.1	6	10
rep01	AQ	0.9852666666666666	6.708409195402289e-4	0	eq10400_s280	single0.2	6	10
rep02	AQ	0.99491	1.9239679310344864e-4	0	eq10400_s280	single0.2	6	10
rep03	AQ	0.9959866666666667	1.2334602298850558e-4	0	eq10400_s280	single0.2	6	10
rep04	AQ	0.9939366666666667	1.779658505747109e-4	0	eq10400_s280	single0.2	6	10
rep05	AQ	0.9893366666666666	8.690065402298843e-4	0	eq10400_s280	single0.2	6	10
rep06	AQ	0.99701	3.660920689655223e-5	0	eq10400_s280	single0.2	6	10
rep07	AQ	0.9919633333333333	3.1824998850574676e-4	0	eq10400_s280	single0.2	6	10
rep08	AQ	0.9954966666666667	2.800203333333323e-4	0	eq10400_s280	single0.2	6	10
rep09	AQ	0.99711	6.228437931034495e-5	0	eq10400_s280	single0.2	6	10
rep10	AQ	0.9906366666666667	6.192024022988506e-4	0	eq10400_s280	single0.2	6	10
rep01	W1	0.029046666666666665	0.0016089542988505746	0.5	eq10400_s280	single0.2	6	10
rep02	W1	0.012563333333333333	8.425010229885058e-4	0.7	eq10400_s280	single0.2	6	10
rep03	W1	0.014473333333333331	6.175902988505747e-4	0.6	eq10400_s280	single0.2	6	10
rep04	W1	0.013846666666666665	0.001544705333333333	0.8333333333333334	eq10400_s280	single0.2	6	10
rep05	W1	0.030143333333333334	0.0031137377126436785	0.6	eq10400_s280	single0.2	6	10
rep06	W1	0.010309999999999998	7.280643793103448e-4	0.7666666666666667	eq10400_s280	single0.2	6	10
rep07	W1	0.022083333333333333	0.002007629022988506	0.6	eq10400_s280	single0.2	6	10
rep08	W1	0.0127	0.0013756048275862074	0.7333333333333333	eq10400_s280	single0.2	6	10
rep09	W1	0.011653333333333333	8.506432643678166e-4	0.8333333333333334	eq10400_s280	single0.2	6	10
rep10	W1	0.03057	0.002128487	0.5666666666666667	eq10400_s280	single0.2	6	10
rep01	W2	0.005473333333333332	7.522340229885053e-5	0.7	eq10400_s280	single0.2	6	10
rep02	W2	0.005286666666666666	1.5559774712643678e-4	0.7666666666666667	eq10400_s280	single0.2	6	10
