bamhead	mean_depth	sd_depth	mean_depth_nonzero	mean_depth_within2sd	median	proportion_of_reference_covered
GRV612s_021-RG.bam.depth.gz	0.0186072828737518	0.515772024611661	5.57826696485489	0.000815071456311461	0	0.00333567450087662
GRV612s_024-RG.bam.depth.gz	0.00729624322553927	0.200693498447399	2.87211339183825	0	0	0.00254037436205453
GRV612s_025-RG.bam.depth.gz	0.0273674139866972	0.814937812787538	7.49342774801549	0.000894740022811802	0	0.00365218894569771
GRV612s_026-RG.bam.depth.gz	0.0243079690790989	0.723275951339648	7.0867143109567	0.000774322579507868	0	0.00343007605675984
GRV612s_027-RG.bam.depth.gz	0.0416315418026063	1.25008553955905	14.0748676752316	0.000673271967832869	0	0.00295786381536532
GRV612s_028-RG.bam.depth.gz	0.0196566387043148	0.593997765129294	6.19785339778911	0.000891174886920936	0	0.00317152366193787
GRV612s_029-RG.bam.depth.gz	0.0132390343199967	0.405009568753576	4.57504827350917	0	0	0.0028937474598155
GRV612s_030-RG.bam.depth.gz	0.020400304891358	0.662531693622951	6.21812485504772	0.000789115712551351	0	0.00328078084099663
GRV612s_034-RG.bam.depth.gz	0.0232679264916527	0.801126424885028	6.74299749911439	0.000834276237450948	0	0.00345067998241463
GRV612s_036-RG.bam.depth.gz	0.0135763819799751	0.390496338333433	4.45403862084958	0	0	0.00304810603043022
GRV612s_040-RG.bam.depth.gz	0.00820210763963624	0.288359664870198	3.13111226207288	0	0	0.00261955080275833
GRV612s_043-RG.bam.depth.gz	0.00551429282405745	0.212708292670633	2.71903629589196	0	0	0.00202803207606528
GRV612s_045-RG.bam.depth.gz	0.0154898131171323	0.438591589328172	5.02826735010837	0	0	0.00308054684419333
GRV612s_046-RG.bam.depth.gz	0.0139717866187277	0.578544158937599	4.86739242255497	0.000844038238956993	0	0.00287048698888383
GRV612s_048-RG.bam.depth.gz	0.018796721278084	0.601456032267671	5.60408666751719	0.00083826820313729	0	0.00335410966911737
GRVHH912sb_001-RG.bam.depth.gz	0.156000073162271	3.80475455706879	42.700162578616	0.00164276252978517	0	0.00365338358782881
GRVHH912sb_002-RG.bam.depth.gz	0.239917572380048	6.474282625735	62.2744625005118	0.00302533650832727	0	0.00385258359119835
GRVHH912sb_004-RG.bam.depth.gz	0.257664165253593	6.07792351654779	63.0399173325748	0.00294767648156578	0	0.00408731762597608
GRVHH912sb_005-RG.bam.depth.gz	0.151861937971998	4.83064317616393	37.1738977798656	0.00277225848350021	0	0.00408517661697339
GRVHH912sb_006-RG.bam.depth.gz	0.260952376826951	7.09407173117968	66.6981934632306	0.00329635606579372	0	0.00391243545405523
GRVHH912sb_007-RG.bam.depth.gz	0.364065654529019	11.0535361706473	86.5847894413456	0.0055180705563564	0	0.00420472991708874
GRVHH912sb_008-RG.bam.depth.gz	0.292402737334759	7.84685824178543	74.123995403327	0.00355911927319079	0	0.00394477841815724
GRVHH912sb_009-RG.bam.depth.gz	0.274976355286548	7.79034516229793	63.7176371771231	0.00423422041816331	0	0.00431554538851167
GRVHH912sb_010-RG.bam.depth.gz	0.186504066798478	5.22038328156622	49.4767088620346	0.00238380262864754	0	0.00376953259600333
GRVHH912sb_011-RG.bam.depth.gz	0.305520925862852	9.02674348542012	74.4773704613915	0.00479146554074291	0	0.00410219807667758
GRVHH912sb_012-RG.bam.depth.gz	0.283301438043585	7.0369672202701	71.3041369157564	0.00326127017727453	0	0.0039731416758934
GRVHH912sb_013-RG.bam.depth.gz	0.260493239929105	7.64716222618096	64.9842856648408	0.00377259224753498	0	0.00400855741144265
GRVHH912sb_014-RG.bam.depth.gz	0.337501308775718	9.75227363777838	79.1170772155552	0.00691284042216817	0	0.00426584652332647
GRVHH912sb_015-RG.bam.depth.gz	0.287325096432674	8.48759659698591	68.6678815289394	0.00480395888663583	0	0.00418427203570425
GRVHH912sb_019-RG.bam.depth.gz	0.227301836020018	6.19030684495663	59.4073260347301	0.00284023310054792	0	0.00382615834092914
GRVHH912sb_020-RG.bam.depth.gz	0.290413707841344	7.60628752934711	71.7473645851186	0.00364665554846377	0	0.00404772648473877
GRVHH912sb_021-RG.bam.depth.gz	0.212182467115345	5.21192018086537	54.5855610121178	0.00274587942690696	0	0.00388715373042252
GRVHH912sb_022-RG.bam.depth.gz	0.417691117080783	9.47486816459633	101.556274174838	0.00417402746739686	0	0.00411290312169102
GRVHH912sb_023-RG.bam.depth.gz	0.454568015331654	12.155798373946	108.301215186561	0.00935594095213199	0	0.00419725683177717
GRVHH912sb_024-RG.bam.depth.gz	0.378360834277386	11.1440684050293	91.4760479454207	0.00503609151487088	0	0.00413617381572161
GRVHH912sb_025-RG.bam.depth.gz	0.236652578924802	6.48688908287167	60.9831466361579	0.00318482661062546	0	0.00388062263065443
GRVHH912sb_026-RG.bam.depth.gz	0.2196242653631	5.91239108493534	51.1357057385965	0.00555067210285981	0	0.00429492977931525
GRVHH912sb_027-RG.bam.depth.gz	0.2224279517028	5.93630945790342	49.9969243869948	0.00336273183327162	0	0.00444883269180661
GRVHH912sb_028-RG.bam.depth.gz	0.314943297640063	8.9500829332343	65.8876017190419	0.00497015516607222	0	0.00478000852092374
GRVHH912sb_032-RG.bam.depth.gz	0.219717012237379	5.65449086841209	50.2841283889745	0.00478582255818493	0	0.00436951020683251
GRVHH912sb_033-RG.bam.depth.gz	0.194244512434664	4.993136795502	45.6078378054008	0.00393252309045837	0	0.00425901603280425
GRVHH912sb_034-RG.bam.depth.gz	0.171704403405972	5.37410721969295	41.7930306620583	0.00332684034676908	0	0.00410844585056128
GRVHH912sb_035-RG.bam.depth.gz	0.211292109681877	5.40117303880855	47.5701629613847	0.00314268994302745	0	0.00444169404787405
GRVHH912sb_036-RG.bam.depth.gz	0.236195778735249	6.50604497592254	52.388902727915	0.00367275962620593	0	0.00450850784109643
GRVHH912sb_038-RG.bam.depth.gz	0.294759951735448	7.91237503910933	62.7263685844134	0.00500925616512838	0	0.0046991394271271
GRVHH912sb_039-RG.bam.depth.gz	0.323862229990527	9.41565937149216	71.5071558360944	0.00891942458625045	0	0.00452908839966797
GRVHH912sb_042-RG.bam.depth.gz	0.512859262259766	14.832836858659	99.2552011421074	0.0122598693164849	0	0.00516707695272975
GRVHH912sb_044-RG.bam.depth.gz	0.304418989713423	9.92937834457202	63.6639653744282	0.00606254353722761	0	0.00478165297940739
GRVHH912sb_045-RG.bam.depth.gz	0.401398828670219	11.8623889384408	77.6121065881267	0.00716103380998955	0	0.00517185844213958
GRVHH912sb_051-RG.bam.depth.gz	0.250831495750888	6.06453838310261	55.2798397128994	0.00340563329706926	0	0.00453748594521058
GRVHH912sb_053-RG.bam.depth.gz	0.380438737550886	10.2340348223409	75.1473447141943	0.00549903326091478	0	0.00506257059378405
GRVHH912sb_054-RG.bam.depth.gz	0.236252559287095	6.76087459420432	52.4239296484953	0.00537394428037252	0	0.00450657859628568
GRVHH912sb_055-RG.bam.depth.gz	0.269104202884847	7.62879127689433	56.103313151673	0.00481554916595963	0	0.00479658308516079
GRVHH912sb_056-RG.bam.depth.gz	0.203877437697249	6.22294909438461	46.2088794028849	0.00377659916711487	0	0.00441208357206947
GRVHH912sb_057-RG.bam.depth.gz	0.325881581195213	10.2612319532052	65.5792678679697	0.00571221609824315	0	0.00496927751391245
GRVHH912sb_059-RG.bam.depth.gz	0.309399562291372	9.6196761423618	62.9508470970257	0.00579104509405478	0	0.00491493882225963
GRVHH912sb_060-RG.bam.depth.gz	0.380024307725156	11.0628022735955	75.7046279279308	0.00609765486668606	0	0.00501982927763624
GRVHH912sb_067-RG.bam.depth.gz	0.329591218115144	9.16895423058146	67.4100018041397	0.00524200429940732	0	0.00488935186610199
GRVSV912sb_121-RG.bam.depth.gz	0.033747742031449	0.825974528552237	10.8032212534847	0.00045052621190955	0	0.00312385919343804
GRVSV912sb_123-RG.bam.depth.gz	0.0386672038447428	1.33712249158477	11.2923395162563	0.000852614977079313	0	0.00342419777488001
GRVSV912sb_124-RG.bam.depth.gz	0.0584218324126553	1.57043527089612	15.2820247558964	0.00140113798858455	0	0.00382291177680024
GRVSV912sb_126-RG.bam.depth.gz	0.015778774849918	0.431354601498637	5.29320517537615	0	0	0.00298094903317262
GRVSV912sb_127-RG.bam.depth.gz	0.203114257074635	4.69955690019252	41.6992153804501	0.00364002910210936	0	0.00487093714405908
GRVSV912sb_128-RG.bam.depth.gz	0.207212538244219	7.46000765957694	40.624648966484	0.00551648064458556	0	0.00510066039992261
GRVSV912sb_129-RG.bam.depth.gz	0.036215517786741	1.28909393634692	10.5187200209037	0.000951541570516389	0	0.00344295862184355
GRVSV912sb_130-RG.bam.depth.gz	0.0251212604116095	0.77107935731782	7.19672076963049	0.000763378725188593	0	0.00349065375964014
GRVSV912sb_132-RG.bam.depth.gz	0.0209965437688652	0.529205202111716	6.67105391982857	0.000529283927258327	0	0.00314741029246761
GRVSV912sb_133-RG.bam.depth.gz	0.0233874388993971	0.683980384092087	6.75810213661345	0.000730966520318005	0	0.00346065188519114
GRVSV912sb_134-RG.bam.depth.gz	0.149264225169052	3.7489870929263	32.1067817849342	0.00297573630957074	0	0.00464899366647476
GRVSV912sb_135-RG.bam.depth.gz	2.54117030332858e-07	0.000504100154857133	1	0	0	2.5411703033277e-07
GRVSV912sb_136-RG.bam.depth.gz	0.208108495014836	5.74086668100428	36.6677131991497	0.00572140049313402	0	0.00567552423802994
GRVSV912sb_137-RG.bam.depth.gz	0.0304313687413227	0.858951784034093	9.08469568333749	0.000582525905257118	0	0.00334974002454981
GRVSV912sb_138-RG.bam.depth.gz	0.129007633681461	4.30389681280683	31.2662315413912	0.00268757687101416	0	0.00412610114239859
GRVSV912sb_139-RG.bam.depth.gz	0.109320363651837	2.88566278502785	27.8879582669394	0.00164888399360607	0	0.00391998448238736
GRVSV912sb_141-RG.bam.depth.gz	0.220822746997891	6.59285920756345	43.9612754946285	0.00454364075352921	0	0.00502311965504624
GRVSV912sb_145-RG.bam.depth.gz	0.10504867243691	2.78933955679394	25.9203596523692	0.00174027426809683	0	0.0040527474867519
GRVSV912sb_146-RG.bam.depth.gz	0.0346839398404632	0.857062465027995	10.265311785718	0.000422414715583489	0	0.00337875171884613
GRVSV912sb_147-RG.bam.depth.gz	0.0606925886055825	1.455841980306	16.3757528304534	0.000869943868458004	0	0.00370624723235154
GRVSV912sb_148-RG.bam.depth.gz	0.165529417986616	4.15510892675263	37.1805423201061	0.00281389350347032	0	0.00445204420531065
GRVSV912sb_149-RG.bam.depth.gz	0.188753239108609	4.15398452785177	40.6812781044676	0.00296190197239966	0	0.0046398060214298
GRVSV912sb_150-RG.bam.depth.gz	0.180500239421991	4.84284553602533	38.7547783872498	0.00327173238319484	0	0.00465749636389199
GRVSV912sb_152-RG.bam.depth.gz	0.0864279359649632	2.52813545814759	22.4358778287353	0.0016357871337445	0	0.00385221994096528
GRVSV912sb_153-RG.bam.depth.gz	0.0946028676867519	2.12424921622225	23.6007264189818	0.00150312597672404	0	0.00400847270576588
GRVSV912sb_154-RG.bam.depth.gz	0.0288657989911654	0.787193270451143	8.51267440878888	0.000461115028197689	0	0.00339092012744804
GRVSV912sb_155-RG.bam.depth.gz	0.303319591813816	7.99107955310935	57.4998239209483	0.00536320907521132	0	0.00527513948965741
GRVSV912sb_156-RG.bam.depth.gz	0.220847428479566	6.31689592672164	44.5999598888094	0.00426085140011475	0	0.00495174051793409
GRVSV912sb_157-RG.bam.depth.gz	0.0550213726734546	1.70924457581798	14.8468975736247	0.0011770285495237	0	0.00370591717230065
GRVSV912sb_158-RG.bam.depth.gz	0.0505484981739134	1.27034198987318	13.2111869117819	0.00102158114614974	0	0.00382618901022591
GRVSV912sb_159-RG.bam.depth.gz	0.0781565317794615	1.90893398815612	20.7313525635637	0.00106062417190818	0	0.00376996780792884
GRVSV912sb_160-RG.bam.depth.gz	0.069619776838386	1.99471057132206	17.1044866410454	0.00177253001614952	0	0.00407026403653243
GRVSV912sb_161-RG.bam.depth.gz	0.262723401656711	6.19118198418451	52.649628672484	0.00410547126309894	0	0.00499003332560837
GRVSV912sb_162-RG.bam.depth.gz	0.187824574263108	4.0821617041168	38.6543737748435	0.00311131860794033	0	0.00485907688886751
GRVSV912sb_163-RG.bam.depth.gz	0.23058218456998	6.36874899502727	48.0791144935793	0.00401137029466425	0	0.00479589083531954
GRVSV912sb_164-RG.bam.depth.gz	0.069393615602259	1.64756909502788	18.4361480759508	0.00109124211653512	0	0.00376399751815872
GRVSV912sb_165-RG.bam.depth.gz	0.203737871950809	5.16544805699024	52.7172715870748	0.00240211357343652	0	0.00386472717227431
HH0512a_001-RG.bam.depth.gz	0.225242227712241	7.81898115801985	53.8330143629184	0.00411863099087235	0	0.00418409094080907
HH0512a_002-RG.bam.depth.gz	0.236986937058491	7.06439284366488	54.2727971137564	0.00415953908737297	0	0.00436658786098368
HH0512a_004-RG.bam.depth.gz	0.534161419729307	14.8106424620329	95.5588642869161	0.00939785606323653	0	0.00558986781305266
HH0512a_006-RG.bam.depth.gz	0.295300083325299	9.45459771523192	64.6483267448419	0.00559418452094733	0	0.00456779159174182
HH0512a_007-RG.bam.depth.gz	0.228427267771415	6.82146145204812	54.8474625839844	0.00374762434210559	0	0.00416477366517567
HH0512a_009-RG.bam.depth.gz	0.232651848025752	6.14750092164309	56.9571165165769	0.0036775802877205	0	0.00408468444778246
HH0512a_010-RG.bam.depth.gz	0.242472383218363	6.04398938488129	58.3372243173795	0.00372117293355953	0	0.0041563921845028
HH0512a_011-RG.bam.depth.gz	0.29693203165661	9.97327655577613	62.9332163297396	0.00591076897136873	0	0.00471820842750098
HH0512a_012-RG.bam.depth.gz	0.14223674867449	3.35014476700298	35.403137731882	0.00212774955147164	0	0.00401763114195678
HH0512a_013-RG.bam.depth.gz	0.510098169731441	11.5711956458512	90.7420960320448	0.00760868050067272	0	0.00562140607322528
HH0512a_015-RG.bam.depth.gz	0.128034111338214	3.30712366255036	34.4830896478374	0.00174719547103009	0	0.003712953585244
HH0512a_017-RG.bam.depth.gz	0.138063796530239	3.92809220276446	35.0079262184746	0.00224282936497707	0	0.00394378677756186
HH0512a_018-RG.bam.depth.gz	0.094319939042777	2.34428264688505	26.0219782035145	0.00143356101253823	0	0.00362462601056282
HH0512a_020-RG.bam.depth.gz	0.378031424123768	10.1903026944339	78.1160750984874	0.00655183717327347	0	0.00483935507060537
HH0512a_021-RG.bam.depth.gz	0.0893818755707059	2.12297524659291	25.70632654167	0.0012093364851854	0	0.0034770380523195
HH0512a_022-RG.bam.depth.gz	0.101812173678976	3.2251158887242	28.8575835924642	0.00171387219340275	0	0.00352809074789043
HH0512a_023-RG.bam.depth.gz	0.645675710065104	16.2034452007694	115.771041736114	0.00986164640414461	0	0.00557717802640575
HH0512a_024-RG.bam.depth.gz	0.0153105145664831	0.440105998533921	5.40078800639431	0	0	0.00283486679135615
HH0512a_025-RG.bam.depth.gz	0.00167522124874447	0.0611981409338145	1.52076450280272	0	0	0.00110156519675309
HH0512a_026-RG.bam.depth.gz	0.014741669212754	0.4158764034223	5.32346883937627	0	0	0.00276918484122864
HH0512a_027-RG.bam.depth.gz	9.91888870638684e-05	0.012049675411787	1.24533802739425	0	0	7.96481636968866e-05
HH0512a_029-RG.bam.depth.gz	0.427252036676673	11.9230836123078	84.6756875583765	0.00710378430331131	0	0.00504574629384478
HH0512a_030-RG.bam.depth.gz	0.0173367795068757	0.440452017059603	6.10973050787179	0	0	0.00283756861035681
HH1013a_001-RG.bam.depth.gz	0.313384336393276	8.83384970025378	72.245171012744	0.00414588877614294	0	0.00433778939132201
HH1013a_002-RG.bam.depth.gz	0.176781883659398	4.2814208401334	47.7290832223371	0.00187006382242628	0	0.00370386086897474
HH1013a_003-RG.bam.depth.gz	0.245159055967757	6.02420609654651	60.4167763492943	0.00285081764772184	0	0.00405779769761909
HH1013a_005-RG.bam.depth.gz	0.0766444609664217	1.95018445797081	21.3328107203279	0.00111697645774542	0	0.00359279712229229
HH1013a_006-RG.bam.depth.gz	0.117975836519862	3.74916257730525	31.2925863945736	0.00204842286292777	0	0.00377008902467319
HH1013a_007-RG.bam.depth.gz	0.0739008966714701	1.94947138074323	21.9979885127428	0.000822406618173127	0	0.00335943882454084
HH1013a_008-RG.bam.depth.gz	0.000680053684237838	0.0315420943051209	1.22162115364939	0	0	0.000556681326454212
HH1013a_009-RG.bam.depth.gz	0.304650766351872	7.34088295449831	74.1001331376291	0.00316686680595403	0	0.00411133898755604
HH1013a_010-RG.bam.depth.gz	0.223667587152463	5.52391228585337	56.7460660460377	0.00263422214683364	0	0.00394155230022617
HH1013a_011-RG.bam.depth.gz	0.241082463833097	6.20008772342521	61.0930172396565	0.00273146676709327	0	0.00394615415518352
HH1013a_012-RG.bam.depth.gz	0.166371696185846	4.16859914618162	41.8937250618741	0.00229410370213703	0	0.003971279611447
HH1013a_013-RG.bam.depth.gz	0.132107730011594	3.40009083393687	35.873866663917	0.00152893486125674	0	0.00368256177259329
HH1013a_014-RG.bam.depth.gz	0.308161137548295	7.24745822238662	74.6137477510354	0.00323924857722131	0	0.00413008523009254
HH1013a_015-RG.bam.depth.gz	0.304269297257211	8.01253237884894	71.3502283757122	0.00374731986826887	0	0.00426444741921694
HH1013a_016-RG.bam.depth.gz	0.106167535116941	2.52534083854058	28.7575891956469	0.00146973840824306	0	0.00369180929578907
HH1013a_017-RG.bam.depth.gz	0.0817459567395407	2.01245034683429	23.995785452932	0.00104030149453171	0	0.00340667976465679
HH1013a_018-RG.bam.depth.gz	0.0764474428644392	2.18541778451375	21.2379509151178	0.00140410797182568	0	0.00359956773466369
HH1013a_019-RG.bam.depth.gz	0.161507820282221	4.26203268436967	39.439282913453	0.00247481928129723	0	0.0040951003251407
HH1013a_020-RG.bam.depth.gz	0.287471869463778	7.36973653765216	65.299557324547	0.00405071877692479	0	0.00440235556322437
HH1013a_021-RG.bam.depth.gz	0.404329258069	10.2883127268832	89.5282089921468	0.00466731466141616	0	0.004516221899454
HH1013a_022-RG.bam.depth.gz	0.174702392884481	5.45146888883516	42.9561306521295	0.00322123131772068	0	0.00406699556576297
HH1013a_023-RG.bam.depth.gz	0.329101959586255	7.34395124166278	75.4544538906877	0.00365541488097382	0	0.00436159752826732
HH1013a_024-RG.bam.depth.gz	0.291011826308648	8.8114924593652	63.6920716514737	0.00448947995304964	0	0.00456904319113834
HH1013s_001-RG.bam.depth.gz	0.162351426023842	4.42145363314165	48.1711445196314	0.0021217993529591	0	0.00337030451825162
