PM1012s,41.09485,-73.87033
TPZ0713a,41.06148,-73.87483
IRV1012s,41.04138,-73.87528
HH0512a,40.99962,-73.8843
HH0812s,40.99962,-73.8843
HH0912s,40.99962,-73.8843
HH1013a,40.99962,-73.8843
HH1013s,40.99962,-73.8843
PRA1013a,40.60915,-74.2027
SV0512a,40.8104,-73.86428
SV0812s,40.8104,-73.86428
SV0912s,40.8104,-73.86428
SV1013a,40.8104,-73.86428
RI812s,40.79737,-73.92728
WFM812s,40.7642,-73.85652
AB812s,40.74928,-73.9548
NTC1013a,40.73897,-73.95297
